# WaveDec output file with array resolution limits
# Frequency	Kmin	Kmax	Vmin	Vmax
# [Hz]	[1/m]	[1/m]	[m/s]	[m/s]
1.000e+00	1.318e-02	4.419e-02	2.263e+01	7.589e+01
2.000e+00	1.318e-02	4.419e-02	4.525e+01	1.518e+02
3.000e+00	1.318e-02	4.419e-02	6.788e+01	2.277e+02
4.000e+00	1.318e-02	4.419e-02	9.051e+01	3.036e+02
5.000e+00	1.318e-02	4.419e-02	1.131e+02	3.795e+02
6.000e+00	1.318e-02	4.419e-02	1.358e+02	4.554e+02
