# WaveDec output file for Circular Rayleigh waves
# MODEL_CIRCULAR_RAYLEIGH
# Frequency	Amplitude	Wavenumber	Velocity	EllipticityAngle
# [Hz]	[a.u.]	[1/m]	[m/s]	[rad]
2.609e+01	1.650e+03	9.257e-02	2.818e+02	-9.270e-01
2.733e+01	1.966e+03	9.673e-02	2.825e+02	-9.241e-01
2.857e+01	2.447e+03	1.027e-01	2.782e+02	-9.316e-01
2.981e+01	2.339e+03	1.084e-01	2.750e+02	-9.271e-01
3.106e+01	2.266e+03	1.120e-01	2.772e+02	-9.197e-01
3.230e+01	2.881e+03	1.144e-01	2.824e+02	-9.926e-01
3.354e+01	3.321e+03	1.187e-01	2.826e+02	-1.021e+00
3.354e+01	8.082e+02	6.342e-02	5.288e+02	-1.463e+00
3.478e+01	3.272e+03	1.247e-01	2.790e+02	-1.000e+00
3.478e+01	8.294e+02	6.688e-02	5.201e+02	-1.536e+00
3.602e+01	3.130e+03	1.285e-01	2.804e+02	-9.822e-01
3.602e+01	8.405e+02	6.513e-02	5.531e+02	1.536e+00
3.727e+01	3.382e+03	1.319e-01	2.826e+02	-9.422e-01
3.727e+01	1.274e+03	7.550e-02	4.936e+02	-1.551e+00
3.851e+01	3.745e+03	1.361e-01	2.829e+02	-8.539e-01
3.851e+01	1.471e+03	7.460e-02	5.162e+02	-1.591e+00
3.975e+01	5.173e+03	1.425e-01	2.790e+02	-1.059e+00
3.975e+01	2.663e+03	6.940e-02	5.728e+02	-1.624e+00
3.975e+01	2.954e+03	1.849e-01	2.150e+02	-1.427e+00
3.975e+01	4.627e+02	9.151e-03	4.344e+03	-1.698e+00
4.099e+01	6.652e+03	1.483e-01	2.764e+02	-1.225e+00
4.099e+01	3.316e+03	7.741e-02	5.295e+02	1.559e+00
4.099e+01	1.364e+03	1.793e-02	2.286e+03	-1.657e+00
4.099e+01	4.052e+03	1.900e-01	2.158e+02	-1.493e+00
4.099e+01	8.365e+02	4.327e-02	9.474e+02	6.853e-01
4.224e+01	6.306e+03	1.564e-01	2.700e+02	-1.263e+00
4.224e+01	2.599e+03	9.566e-02	4.415e+02	1.568e+00
4.224e+01	1.741e+03	2.439e-02	1.731e+03	1.406e+00
4.224e+01	1.048e+03	4.829e-02	8.746e+02	-6.243e-02
4.224e+01	1.175e+03	1.172e-01	3.605e+02	2.439e-01
4.348e+01	4.721e+03	1.550e-01	2.804e+02	-1.144e+00
4.348e+01	1.590e+03	8.360e-02	5.201e+02	1.209e+00
4.348e+01	1.339e+03	4.223e-02	1.030e+03	-1.118e+00
4.348e+01	1.966e+03	1.215e-01	3.579e+02	-1.031e+00
4.348e+01	3.968e+02	2.156e-02	2.017e+03	5.644e-01
4.472e+01	4.245e+03	1.588e-01	2.816e+02	-1.080e+00
4.472e+01	1.877e+03	8.714e-02	5.132e+02	1.258e+00
4.472e+01	1.528e+03	1.225e-01	3.650e+02	-1.007e+00
4.472e+01	9.574e+02	4.542e-02	9.847e+02	-1.069e+00
4.596e+01	3.852e+03	1.622e-01	2.834e+02	-1.123e+00
4.596e+01	1.545e+03	9.483e-02	4.847e+02	1.218e+00
4.596e+01	1.170e+03	4.948e-02	9.289e+02	-1.090e+00
4.596e+01	1.693e+03	1.270e-01	3.619e+02	-1.144e+00
4.720e+01	3.871e+03	1.608e-01	2.935e+02	-1.065e+00
4.720e+01	1.825e+03	7.045e-02	6.701e+02	-1.431e+00
4.720e+01	1.716e+03	1.309e-01	3.607e+02	-1.084e+00
4.720e+01	1.271e+03	1.121e-01	4.212e+02	1.267e+00
4.720e+01	4.813e+02	4.032e-02	1.171e+03	-5.222e-02
4.845e+01	3.606e+03	1.679e-01	2.885e+02	-1.053e+00
4.845e+01	1.595e+03	6.371e-02	7.604e+02	-1.124e+00
4.845e+01	1.066e+03	1.114e-01	4.350e+02	5.294e-01
4.969e+01	3.556e+03	1.714e-01	2.899e+02	-1.210e+00
4.969e+01	1.319e+03	6.183e-02	8.037e+02	-9.029e-01
4.969e+01	1.153e+03	1.291e-01	3.848e+02	9.390e-02
5.093e+01	1.363e+03	6.293e-02	8.094e+02	-7.988e-01
5.093e+01	1.155e+03	1.410e-01	3.611e+02	2.968e-01
5.093e+01	2.750e+03	1.744e-01	2.921e+02	-1.310e+00
5.093e+01	8.258e+02	1.010e-01	5.044e+02	5.010e-01
5.217e+01	1.532e+03	6.072e-02	8.592e+02	-9.845e-01
5.217e+01	1.534e+03	9.773e-02	5.339e+02	6.920e-01
5.217e+01	1.266e+03	1.392e-01	3.748e+02	4.798e-01
5.217e+01	2.311e+03	1.803e-01	2.894e+02	-1.427e+00
5.217e+01	2.409e+02	1.036e-02	5.037e+03	1.706e-01
5.342e+01	2.258e+03	6.471e-02	8.254e+02	-1.219e+00
5.342e+01	2.109e+03	1.001e-01	5.334e+02	8.156e-01
5.342e+01	1.304e+03	1.387e-01	3.850e+02	4.501e-01
5.342e+01	3.236e+02	1.644e-02	3.250e+03	3.877e-01
5.466e+01	2.161e+03	9.521e-02	5.741e+02	6.777e-01
5.466e+01	2.380e+03	6.935e-02	7.882e+02	-1.526e+00
5.466e+01	9.922e+02	1.347e-01	4.056e+02	1.053e-03
5.466e+01	3.114e+02	1.714e-02	3.189e+03	4.324e-01
5.590e+01	1.810e+03	9.713e-02	5.755e+02	4.396e-01
5.590e+01	1.916e+03	6.917e-02	8.082e+02	1.528e+00
5.590e+01	4.945e+02	2.329e-02	2.401e+03	-1.228e-01
5.714e+01	2.599e+03	7.686e-02	7.434e+02	-1.305e+00
5.714e+01	7.129e+02	3.411e-02	1.675e+03	-3.671e-01
5.714e+01	1.861e+03	1.074e-01	5.321e+02	1.002e+00
5.714e+01	1.113e+03	1.550e-01	3.687e+02	-5.579e-01
5.839e+01	3.055e+03	9.167e-02	6.369e+02	-1.207e+00
5.839e+01	9.116e+02	2.661e-02	2.194e+03	-1.355e+00
5.839e+01	2.286e+03	1.173e-01	4.979e+02	1.366e+00
5.839e+01	8.831e+02	4.608e-02	1.267e+03	9.069e-01
5.839e+01	9.563e+02	1.615e-01	3.616e+02	-1.684e-01
5.963e+01	2.178e+03	9.573e-02	6.228e+02	-1.211e+00
5.963e+01	1.431e+03	3.765e-02	1.584e+03	1.550e+00
5.963e+01	8.791e+02	5.618e-02	1.061e+03	8.597e-01
5.963e+01	1.174e+03	1.154e-01	5.169e+02	1.253e+00
1.242e+01	5.498e+02	4.119e-02	3.016e+02	-6.177e-01
1.491e+01	7.402e+02	4.922e-02	3.029e+02	-7.308e-01
1.615e+01	9.209e+02	5.751e-02	2.808e+02	-8.659e-01
1.739e+01	9.379e+02	6.165e-02	2.821e+02	-8.609e-01
1.863e+01	1.176e+03	6.428e-02	2.899e+02	-7.859e-01
1.988e+01	1.067e+03	6.961e-02	2.855e+02	-7.719e-01
2.112e+01	1.408e+03	7.466e-02	2.828e+02	-7.532e-01
2.236e+01	1.455e+03	7.877e-02	2.839e+02	-7.918e-01
2.360e+01	1.595e+03	8.345e-02	2.829e+02	-7.892e-01
2.484e+01	1.962e+03	8.739e-02	2.843e+02	-8.767e-01
2.609e+01	1.833e+03	9.294e-02	2.807e+02	-9.395e-01
2.733e+01	2.388e+03	9.739e-02	2.806e+02	-9.485e-01
2.857e+01	2.427e+03	1.022e-01	2.795e+02	-9.398e-01
2.981e+01	2.517e+03	1.081e-01	2.757e+02	-9.480e-01
3.106e+01	3.027e+03	1.112e-01	2.794e+02	-9.241e-01
3.230e+01	3.022e+03	1.143e-01	2.826e+02	-9.941e-01
3.354e+01	3.738e+03	1.178e-01	2.846e+02	-1.025e+00
3.354e+01	9.985e+02	6.732e-02	4.982e+02	-1.367e+00
3.478e+01	3.652e+03	1.239e-01	2.808e+02	-1.011e+00
3.478e+01	1.031e+03	7.043e-02	4.939e+02	-1.472e+00
3.602e+01	3.954e+03	1.280e-01	2.815e+02	-9.854e-01
3.602e+01	1.085e+03	6.740e-02	5.345e+02	-1.514e+00
3.727e+01	4.096e+03	1.314e-01	2.836e+02	-9.316e-01
3.727e+01	1.567e+03	7.640e-02	4.878e+02	-1.530e+00
3.851e+01	3.965e+03	1.363e-01	2.825e+02	-8.651e-01
3.851e+01	1.663e+03	7.565e-02	5.090e+02	-1.596e+00
3.975e+01	6.444e+03	1.424e-01	2.791e+02	-1.067e+00
3.975e+01	3.271e+03	7.112e-02	5.590e+02	-1.592e+00
3.975e+01	3.620e+03	1.853e-01	2.145e+02	-1.393e+00
3.975e+01	6.838e+02	1.234e-02	3.222e+03	-1.648e+00
4.099e+01	8.232e+03	1.499e-01	2.736e+02	-1.219e+00
4.099e+01	4.267e+03	7.910e-02	5.183e+02	1.581e+00
4.099e+01	1.872e+03	2.182e-02	1.878e+03	-1.631e+00
4.099e+01	5.256e+03	1.925e-01	2.129e+02	-1.454e+00
4.099e+01	1.086e+03	4.743e-02	8.643e+02	7.329e-01
4.224e+01	7.352e+03	1.563e-01	2.702e+02	-1.243e+00
4.224e+01	3.010e+03	9.624e-02	4.389e+02	1.403e+00
4.224e+01	2.073e+03	2.795e-02	1.511e+03	-1.648e+00
4.224e+01	1.509e+03	1.091e-01	3.870e+02	-2.492e-01
4.224e+01	1.015e+03	5.128e-02	8.236e+02	-2.111e-03
4.348e+01	4.887e+03	1.537e-01	2.828e+02	-1.014e+00
4.348e+01	1.565e+03	8.362e-02	5.199e+02	1.162e+00
4.348e+01	1.344e+03	4.694e-02	9.262e+02	-1.214e+00
4.348e+01	2.056e+03	1.191e-01	3.651e+02	-1.116e+00
4.472e+01	4.937e+03	1.581e-01	2.829e+02	-1.060e+00
4.472e+01	1.982e+03	8.711e-02	5.134e+02	1.170e+00
4.472e+01	1.805e+03	1.191e-01	3.755e+02	-1.078e+00
4.472e+01	1.006e+03	4.955e-02	9.026e+02	-1.165e+00
4.596e+01	4.872e+03	1.628e-01	2.824e+02	-1.125e+00
4.596e+01	1.582e+03	1.007e-01	4.562e+02	8.629e-01
4.596e+01	1.414e+03	5.259e-02	8.739e+02	-1.133e+00
4.596e+01	1.991e+03	1.250e-01	3.677e+02	-1.290e+00
4.720e+01	4.566e+03	1.652e-01	2.857e+02	-1.002e+00
4.720e+01	1.885e+03	7.091e-02	6.657e+02	1.707e+00
4.720e+01	1.085e+03	1.225e-01	3.852e+02	-3.145e-01
4.845e+01	4.337e+03	1.674e-01	2.894e+02	-1.034e+00
4.845e+01	1.833e+03	6.245e-02	7.758e+02	-1.134e+00
4.845e+01	1.188e+03	1.181e-01	4.103e+02	2.282e-01
4.969e+01	4.652e+03	1.721e-01	2.887e+02	-1.174e+00
4.969e+01	1.337e+03	1.279e-01	3.885e+02	4.827e-02
4.969e+01	1.364e+03	6.229e-02	7.977e+02	-8.446e-01
5.093e+01	4.852e+03	1.712e-01	2.976e+02	-1.303e+00
5.093e+01	1.463e+03	7.167e-02	7.107e+02	-3.492e-01
5.093e+01	1.629e+03	1.324e-01	3.846e+02	-6.975e-01
5.093e+01	2.212e+03	1.434e-01	3.552e+02	1.215e+00
5.093e+01	3.582e+02	6.122e-03	8.319e+03	1.257e+00
5.217e+01	1.960e+03	6.505e-02	8.020e+02	-1.073e+00
5.217e+01	1.954e+03	9.763e-02	5.344e+02	8.307e-01
5.217e+01	1.620e+03	1.380e-01	3.779e+02	3.083e-01
5.217e+01	2.617e+03	1.762e-01	2.961e+02	-1.306e+00
5.342e+01	2.579e+03	6.808e-02	7.846e+02	-1.211e+00
5.342e+01	2.380e+03	9.875e-02	5.409e+02	9.413e-01
5.342e+01	1.443e+03	1.372e-01	3.894e+02	2.129e-01
5.466e+01	2.359e+03	8.250e-02	6.625e+02	-2.095e-01
5.466e+01	2.290e+03	6.226e-02	8.779e+02	1.253e+00
5.466e+01	1.303e+03	1.320e-01	4.142e+02	-3.469e-01
5.466e+01	1.410e+03	1.070e-01	5.108e+02	1.393e+00
5.590e+01	2.236e+03	9.115e-02	6.133e+02	2.990e-01
5.590e+01	2.483e+03	6.981e-02	8.008e+02	1.371e+00
5.590e+01	1.335e+03	1.375e-01	4.066e+02	-7.461e-01
5.590e+01	4.206e+02	2.628e-02	2.127e+03	2.802e-01
5.714e+01	3.613e+03	8.029e-02	7.117e+02	-1.220e+00
5.714e+01	8.454e+02	4.741e-02	1.205e+03	2.757e-02
5.714e+01	2.534e+03	1.086e-01	5.262e+02	1.247e+00
5.714e+01	1.245e+03	1.433e-01	3.988e+02	-6.931e-01
5.839e+01	3.598e+03	8.935e-02	6.534e+02	-1.209e+00
5.839e+01	2.091e+02	1.712e-03	3.411e+04	1.263e+00
5.839e+01	8.235e+02	4.275e-02	1.366e+03	-2.005e-01
5.839e+01	2.908e+03	1.205e-01	4.846e+02	1.336e+00
5.839e+01	1.172e+03	1.644e-01	3.551e+02	-3.819e-01
5.963e+01	1.694e+03	2.991e-02	1.993e+03	1.396e+00
5.963e+01	2.704e+03	9.599e-02	6.212e+02	-1.206e+00
5.963e+01	7.072e+02	5.198e-02	1.147e+03	1.795e-01
1.242e+01	4.528e+02	3.625e-02	3.427e+02	-5.785e-01
1.366e+01	6.454e+02	4.647e-02	2.940e+02	-6.819e-01
1.491e+01	7.645e+02	5.075e-02	2.938e+02	-7.537e-01
1.615e+01	7.957e+02	5.665e-02	2.851e+02	-8.599e-01
1.739e+01	9.117e+02	6.195e-02	2.807e+02	-8.434e-01
1.863e+01	9.962e+02	6.435e-02	2.896e+02	-7.081e-01
1.988e+01	1.193e+03	7.017e-02	2.832e+02	-7.608e-01
2.112e+01	1.302e+03	7.569e-02	2.790e+02	-7.985e-01
2.236e+01	1.421e+03	7.922e-02	2.823e+02	-8.326e-01
2.360e+01	1.677e+03	8.270e-02	2.854e+02	-8.165e-01
2.484e+01	1.766e+03	8.749e-02	2.840e+02	-9.043e-01
2.609e+01	1.894e+03	9.191e-02	2.838e+02	-9.396e-01
2.733e+01	2.077e+03	9.670e-02	2.826e+02	-9.357e-01
2.857e+01	2.370e+03	1.019e-01	2.803e+02	-9.347e-01
2.981e+01	2.439e+03	1.078e-01	2.765e+02	-9.211e-01
3.106e+01	2.643e+03	1.112e-01	2.793e+02	-9.324e-01
3.230e+01	3.086e+03	1.141e-01	2.830e+02	-9.926e-01
3.354e+01	3.414e+03	1.188e-01	2.824e+02	-1.031e+00
3.478e+01	3.587e+03	1.247e-01	2.789e+02	-1.011e+00
3.602e+01	3.670e+03	1.280e-01	2.814e+02	-9.817e-01
3.602e+01	1.021e+03	6.463e-02	5.574e+02	1.552e+00
3.727e+01	3.763e+03	1.316e-01	2.833e+02	-9.409e-01
3.727e+01	1.442e+03	7.339e-02	5.078e+02	1.560e+00
3.851e+01	3.965e+03	1.357e-01	2.837e+02	-8.736e-01
3.851e+01	1.588e+03	7.337e-02	5.249e+02	1.541e+00
3.975e+01	5.899e+03	1.417e-01	2.805e+02	-1.096e+00
3.975e+01	3.222e+03	6.828e-02	5.822e+02	-1.624e+00
3.975e+01	3.659e+03	1.831e-01	2.171e+02	-1.488e+00
3.975e+01	5.715e+02	8.948e-03	4.443e+03	1.420e+00
4.099e+01	8.525e+03	1.477e-01	2.776e+02	-1.268e+00
4.099e+01	4.655e+03	7.613e-02	5.385e+02	1.551e+00
4.099e+01	1.818e+03	1.746e-02	2.348e+03	1.471e+00
4.099e+01	5.624e+03	1.893e-01	2.166e+02	-1.523e+00
4.099e+01	1.044e+03	4.180e-02	9.806e+02	6.973e-01
4.224e+01	7.526e+03	1.554e-01	2.717e+02	-1.287e+00
4.224e+01	3.365e+03	9.377e-02	4.504e+02	1.509e+00
4.224e+01	2.174e+03	2.344e-02	1.802e+03	-1.755e+00
4.224e+01	1.255e+03	4.462e-02	9.465e+02	-9.507e-02
4.224e+01	1.436e+03	1.191e-01	3.546e+02	1.219e-01
4.348e+01	5.333e+03	1.548e-01	2.809e+02	-1.189e+00
4.348e+01	2.216e+03	8.419e-02	5.164e+02	1.296e+00
4.348e+01	1.553e+03	4.017e-02	1.082e+03	-1.089e+00
4.348e+01	2.227e+03	1.210e-01	3.593e+02	-1.052e+00
4.348e+01	5.114e+02	2.022e-02	2.150e+03	5.817e-01
4.472e+01	4.969e+03	1.578e-01	2.834e+02	-1.103e+00
4.472e+01	2.475e+03	8.654e-02	5.167e+02	1.313e+00
4.472e+01	1.957e+03	1.209e-01	3.699e+02	-1.109e+00
4.472e+01	1.159e+03	4.314e-02	1.037e+03	-1.052e+00
4.596e+01	4.826e+03	1.615e-01	2.846e+02	-1.153e+00
4.596e+01	2.202e+03	9.431e-02	4.873e+02	1.266e+00
4.596e+01	1.434e+03	4.778e-02	9.619e+02	-1.053e+00
4.596e+01	2.316e+03	1.252e-01	3.670e+02	-1.191e+00
4.720e+01	4.546e+03	1.611e-01	2.930e+02	-1.063e+00
4.720e+01	2.679e+03	8.436e-02	5.596e+02	1.543e+00
4.720e+01	2.222e+03	1.226e-01	3.852e+02	-1.138e+00
4.720e+01	9.401e+02	4.226e-02	1.117e+03	-8.019e-01
4.845e+01	4.740e+03	1.654e-01	2.930e+02	-1.142e+00
4.845e+01	2.930e+03	9.334e-02	5.190e+02	1.513e+00
4.845e+01	2.390e+03	1.215e-01	3.988e+02	-1.092e+00
4.845e+01	1.041e+03	4.943e-02	9.802e+02	-7.155e-01
4.969e+01	4.786e+03	1.717e-01	2.895e+02	-1.273e+00
4.969e+01	1.449e+03	1.223e-01	4.061e+02	2.196e-01
4.969e+01	1.391e+03	5.801e-02	8.566e+02	-8.117e-01
5.093e+01	1.638e+03	6.071e-02	8.389e+02	-7.855e-01
5.093e+01	1.547e+03	1.389e-01	3.667e+02	1.506e-01
5.093e+01	3.859e+03	1.740e-01	2.927e+02	-1.361e+00
5.093e+01	1.109e+03	1.004e-01	5.071e+02	4.045e-01
5.217e+01	1.709e+03	5.992e-02	8.708e+02	-9.558e-01
5.217e+01	2.037e+03	9.735e-02	5.360e+02	7.051e-01
5.217e+01	1.606e+03	1.365e-01	3.823e+02	4.966e-01
5.217e+01	3.113e+03	1.795e-01	2.907e+02	-1.499e+00
5.217e+01	2.580e+02	6.738e-03	7.743e+03	6.291e-02
5.342e+01	2.741e+03	9.723e-02	5.494e+02	8.261e-01
5.342e+01	2.736e+03	6.380e-02	8.373e+02	-1.348e+00
5.342e+01	1.431e+03	1.338e-01	3.992e+02	3.697e-01
5.342e+01	3.229e+02	1.011e-02	5.284e+03	2.561e-01
5.466e+01	2.948e+03	9.691e-02	5.640e+02	6.932e-01
5.466e+01	2.859e+03	6.743e-02	8.106e+02	-1.509e+00
5.466e+01	5.166e+02	1.858e-02	2.942e+03	2.181e-01
5.466e+01	1.229e+03	1.370e-01	3.989e+02	1.710e-01
5.590e+01	2.723e+03	9.877e-02	5.660e+02	5.989e-01
5.590e+01	2.757e+03	6.958e-02	8.035e+02	1.555e+00
5.590e+01	6.838e+02	2.375e-02	2.353e+03	-3.028e-02
5.590e+01	1.153e+03	1.413e-01	3.956e+02	-2.275e-01
5.714e+01	3.248e+03	7.866e-02	7.265e+02	-1.307e+00
5.714e+01	9.367e+02	3.446e-02	1.658e+03	-2.175e-01
5.714e+01	2.864e+03	1.076e-01	5.309e+02	1.098e+00
5.714e+01	1.329e+03	1.548e-01	3.693e+02	-3.905e-01
5.839e+01	3.473e+03	9.077e-02	6.432e+02	-1.233e+00
5.839e+01	1.240e+03	2.800e-02	2.085e+03	-1.276e+00
5.839e+01	2.829e+03	1.156e-01	5.053e+02	1.278e+00
5.839e+01	1.229e+03	4.527e-02	1.290e+03	9.978e-01
5.839e+01	1.180e+03	1.596e-01	3.657e+02	-1.720e-01
5.963e+01	1.993e+03	3.653e-02	1.632e+03	1.569e+00
5.963e+01	2.603e+03	9.610e-02	6.205e+02	-1.175e+00
5.963e+01	1.262e+03	5.604e-02	1.064e+03	9.222e-01
5.963e+01	1.571e+03	1.137e-01	5.244e+02	1.148e+00
1.491e+01	6.841e+02	5.397e-02	2.762e+02	-6.845e-01
1.615e+01	7.800e+02	5.362e-02	3.012e+02	-7.614e-01
1.739e+01	8.535e+02	6.135e-02	2.835e+02	-7.537e-01
1.863e+01	9.646e+02	6.514e-02	2.861e+02	-7.213e-01
1.988e+01	1.124e+03	7.106e-02	2.797e+02	-7.822e-01
2.112e+01	1.398e+03	7.558e-02	2.794e+02	-7.847e-01
2.236e+01	1.482e+03	7.924e-02	2.822e+02	-8.423e-01
2.360e+01	1.460e+03	8.341e-02	2.830e+02	-7.739e-01
2.484e+01	1.678e+03	8.860e-02	2.804e+02	-8.751e-01
