# WaveDec output file for Circular Rayleigh waves
# MODEL_CIRCULAR_RAYLEIGH
# Frequency	Amplitude	Wavenumber	Velocity	EllipticityAngle
# [Hz]	[a.u.]	[1/m]	[m/s]	[rad]
2.609e+01	1.980e+03	9.301e-02	2.805e+02	-9.318e-01
2.733e+01	2.069e+03	9.696e-02	2.819e+02	-9.315e-01
2.857e+01	2.182e+03	1.024e-01	2.791e+02	-9.420e-01
2.981e+01	2.254e+03	1.084e-01	2.751e+02	-9.089e-01
3.106e+01	2.494e+03	1.114e-01	2.787e+02	-9.178e-01
3.230e+01	3.038e+03	1.140e-01	2.834e+02	-1.000e+00
3.354e+01	3.219e+03	1.180e-01	2.842e+02	-1.042e+00
3.354e+01	1.005e+03	6.286e-02	5.336e+02	-1.507e+00
3.478e+01	3.222e+03	1.245e-01	2.794e+02	-1.024e+00
3.478e+01	1.020e+03	6.596e-02	5.273e+02	1.536e+00
3.602e+01	3.454e+03	1.282e-01	2.809e+02	-9.822e-01
3.602e+01	1.135e+03	6.530e-02	5.517e+02	1.525e+00
3.727e+01	3.690e+03	1.321e-01	2.822e+02	-9.175e-01
3.727e+01	1.701e+03	7.403e-02	5.034e+02	1.555e+00
3.851e+01	3.746e+03	1.363e-01	2.824e+02	-8.291e-01
3.851e+01	1.868e+03	7.414e-02	5.194e+02	1.507e+00
3.975e+01	5.405e+03	1.427e-01	2.785e+02	-1.070e+00
3.975e+01	3.276e+03	6.914e-02	5.749e+02	1.501e+00
3.975e+01	3.794e+03	1.853e-01	2.145e+02	-1.460e+00
3.975e+01	6.922e+02	1.334e-02	2.980e+03	-1.638e+00
4.099e+01	7.856e+03	1.488e-01	2.755e+02	-1.248e+00
4.099e+01	4.557e+03	7.630e-02	5.373e+02	1.523e+00
4.099e+01	1.849e+03	1.938e-02	2.115e+03	1.492e+00
4.099e+01	5.639e+03	1.906e-01	2.151e+02	-1.515e+00
4.099e+01	9.685e+02	4.320e-02	9.489e+02	6.550e-01
4.224e+01	6.561e+03	1.582e-01	2.670e+02	-1.293e+00
4.224e+01	2.741e+03	8.128e-02	5.196e+02	1.147e+00
4.224e+01	2.429e+03	3.755e-02	1.125e+03	-1.231e+00
4.224e+01	2.430e+03	1.106e-01	3.819e+02	-9.078e-01
4.224e+01	7.235e+02	1.927e-02	2.192e+03	3.790e-01
4.348e+01	4.654e+03	1.553e-01	2.800e+02	-1.051e+00
4.348e+01	2.013e+03	8.254e-02	5.267e+02	1.193e+00
4.348e+01	2.100e+03	1.202e-01	3.617e+02	-1.107e+00
4.348e+01	1.333e+03	4.523e-02	9.613e+02	-1.122e+00
4.472e+01	4.410e+03	1.587e-01	2.818e+02	-1.059e+00
4.472e+01	2.438e+03	8.544e-02	5.234e+02	1.216e+00
4.472e+01	1.897e+03	1.217e-01	3.674e+02	-1.072e+00
4.472e+01	9.493e+02	4.808e-02	9.301e+02	-1.021e+00
4.596e+01	4.323e+03	1.620e-01	2.837e+02	-1.185e+00
4.596e+01	1.887e+03	9.166e-02	5.014e+02	1.150e+00
4.596e+01	1.318e+03	4.925e-02	9.333e+02	-1.136e+00
4.596e+01	2.328e+03	1.281e-01	3.589e+02	-1.307e+00
4.596e+01	1.440e+03	1.436e-01	3.201e+02	9.794e-01
4.720e+01	4.094e+03	1.617e-01	2.919e+02	-1.084e+00
4.720e+01	2.329e+03	8.345e-02	5.657e+02	1.524e+00
4.720e+01	1.798e+03	1.275e-01	3.702e+02	-1.051e+00
4.720e+01	1.398e+03	1.311e-01	3.600e+02	1.177e+00
4.720e+01	6.332e+02	4.637e-02	1.018e+03	-3.947e-01
4.845e+01	4.305e+03	1.672e-01	2.898e+02	-1.142e+00
4.845e+01	2.101e+03	9.434e-02	5.135e+02	1.167e+00
4.845e+01	1.127e+03	5.938e-02	8.159e+02	-5.764e-01
4.845e+01	1.358e+03	1.453e-01	3.335e+02	-3.478e-01
4.845e+01	1.788e+03	1.263e-01	3.835e+02	-1.413e+00
4.969e+01	4.163e+03	1.731e-01	2.870e+02	-1.270e+00
4.969e+01	1.442e+03	1.333e-01	3.729e+02	3.014e-02
4.969e+01	1.084e+03	5.668e-02	8.767e+02	-4.880e-01
4.969e+01	1.281e+03	8.913e-02	5.575e+02	1.117e+00
5.093e+01	4.419e+03	1.765e-01	2.885e+02	-1.377e+00
5.093e+01	1.349e+03	8.695e-02	5.858e+02	6.953e-01
5.093e+01	1.360e+03	1.329e-01	3.832e+02	6.648e-02
5.093e+01	8.288e+02	5.874e-02	8.671e+02	-5.530e-01
5.217e+01	1.937e+03	9.200e-02	5.671e+02	7.016e-01
5.217e+01	3.695e+03	1.794e-01	2.909e+02	-1.459e+00
5.217e+01	1.290e+03	1.384e-01	3.769e+02	4.123e-01
5.217e+01	9.411e+02	6.206e-02	8.408e+02	-8.984e-01
5.217e+01	1.648e+01	4.216e-09	1.238e+10	-7.964e-06
5.342e+01	3.003e+03	9.842e-02	5.427e+02	9.592e-01
5.342e+01	2.352e+03	6.698e-02	7.975e+02	-1.300e+00
5.342e+01	1.336e+03	1.368e-01	3.904e+02	3.255e-01
5.342e+01	3.893e+02	1.649e-02	3.239e+03	5.404e-01
5.466e+01	3.227e+03	9.854e-02	5.547e+02	8.247e-01
5.466e+01	2.616e+03	7.074e-02	7.727e+02	-1.481e+00
5.466e+01	5.749e+02	2.493e-02	2.193e+03	4.780e-01
5.466e+01	1.185e+03	1.378e-01	3.967e+02	1.358e-01
5.590e+01	2.863e+03	1.045e-01	5.349e+02	8.179e-01
5.590e+01	8.371e+02	3.219e-02	1.737e+03	3.148e-01
5.590e+01	2.302e+03	7.323e-02	7.634e+02	-1.431e+00
5.590e+01	1.123e+03	1.444e-01	3.872e+02	2.772e-01
5.714e+01	3.175e+03	1.052e-01	5.432e+02	1.038e+00
5.714e+01	3.199e+03	8.142e-02	7.018e+02	-1.479e+00
5.714e+01	8.020e+02	3.618e-02	1.579e+03	8.864e-02
5.714e+01	9.658e+02	1.506e-01	3.794e+02	-2.348e-01
5.839e+01	2.951e+03	9.014e-02	6.477e+02	-1.208e+00
5.839e+01	7.572e+02	4.513e-02	1.294e+03	-8.472e-02
5.839e+01	2.629e+03	1.114e-01	5.240e+02	1.280e+00
5.839e+01	9.443e+02	3.764e-02	1.551e+03	1.487e+00
5.963e+01	2.743e+03	9.719e-02	6.135e+02	-1.189e+00
5.963e+01	1.925e+03	3.875e-02	1.539e+03	1.446e+00
5.963e+01	1.114e+03	5.633e-02	1.059e+03	7.143e-01
5.963e+01	1.631e+03	1.133e-01	5.265e+02	1.129e+00
1.118e+01	3.959e+02	3.460e-02	3.232e+02	-6.302e-01
1.366e+01	5.444e+02	4.370e-02	3.127e+02	-8.208e-01
1.491e+01	5.801e+02	5.167e-02	2.885e+02	-5.645e-01
1.615e+01	8.237e+02	5.523e-02	2.924e+02	-7.740e-01
1.739e+01	8.517e+02	6.087e-02	2.857e+02	-7.562e-01
1.863e+01	9.794e+02	6.510e-02	2.862e+02	-7.141e-01
1.988e+01	1.289e+03	6.939e-02	2.864e+02	-7.693e-01
2.112e+01	1.285e+03	7.558e-02	2.794e+02	-7.850e-01
2.236e+01	1.259e+03	7.922e-02	2.823e+02	-8.299e-01
2.360e+01	1.752e+03	8.342e-02	2.829e+02	-7.811e-01
2.484e+01	1.835e+03	8.892e-02	2.794e+02	-8.678e-01
2.609e+01	1.661e+03	9.347e-02	2.791e+02	-9.119e-01
2.733e+01	1.970e+03	9.710e-02	2.815e+02	-9.145e-01
2.857e+01	2.425e+03	1.029e-01	2.776e+02	-9.290e-01
2.981e+01	2.203e+03	1.089e-01	2.738e+02	-9.121e-01
3.106e+01	2.323e+03	1.121e-01	2.771e+02	-9.249e-01
3.230e+01	2.969e+03	1.146e-01	2.818e+02	-9.968e-01
3.354e+01	3.057e+03	1.187e-01	2.826e+02	-1.026e+00
3.354e+01	9.422e+02	5.890e-02	5.694e+02	-1.618e+00
3.478e+01	3.030e+03	1.252e-01	2.779e+02	-1.005e+00
3.478e+01	8.959e+02	6.159e-02	5.648e+02	1.379e+00
3.602e+01	3.450e+03	1.291e-01	2.790e+02	-9.798e-01
3.602e+01	1.027e+03	6.124e-02	5.883e+02	1.439e+00
3.727e+01	3.427e+03	1.330e-01	2.802e+02	-9.137e-01
3.727e+01	1.587e+03	7.190e-02	5.183e+02	1.481e+00
3.851e+01	3.174e+03	1.368e-01	2.815e+02	-8.109e-01
3.851e+01	1.628e+03	7.249e-02	5.313e+02	1.437e+00
3.975e+01	5.127e+03	1.427e-01	2.786e+02	-1.063e+00
3.975e+01	3.063e+03	6.866e-02	5.789e+02	1.477e+00
3.975e+01	3.476e+03	1.848e-01	2.151e+02	-1.474e+00
3.975e+01	5.358e+02	1.011e-02	3.933e+03	1.442e+00
4.099e+01	7.885e+03	1.488e-01	2.755e+02	-1.236e+00
4.099e+01	4.395e+03	7.647e-02	5.361e+02	1.517e+00
4.099e+01	1.747e+03	1.837e-02	2.232e+03	1.479e+00
4.099e+01	5.353e+03	1.899e-01	2.159e+02	-1.521e+00
4.099e+01	9.782e+02	4.311e-02	9.509e+02	6.547e-01
4.224e+01	5.999e+03	1.555e-01	2.715e+02	-1.300e+00
4.224e+01	2.035e+03	7.881e-02	5.359e+02	8.616e-01
4.224e+01	2.385e+03	1.088e-01	3.881e+02	-9.675e-01
4.224e+01	2.055e+03	3.249e-02	1.300e+03	-1.340e+00
4.224e+01	5.564e+02	1.916e-02	2.205e+03	2.109e-01
4.348e+01	3.864e+03	1.555e-01	2.795e+02	-1.030e+00
4.348e+01	1.820e+03	8.166e-02	5.324e+02	1.234e+00
4.348e+01	1.131e+03	4.677e-02	9.297e+02	-1.106e+00
4.348e+01	1.839e+03	1.215e-01	3.578e+02	-1.130e+00
4.472e+01	4.501e+03	1.595e-01	2.804e+02	-1.082e+00
4.472e+01	2.372e+03	8.640e-02	5.176e+02	1.245e+00
4.472e+01	1.897e+03	1.236e-01	3.618e+02	-1.076e+00
4.472e+01	1.003e+03	4.815e-02	9.289e+02	-1.049e+00
4.596e+01	4.565e+03	1.632e-01	2.817e+02	-1.212e+00
4.596e+01	1.993e+03	9.303e-02	4.940e+02	1.220e+00
4.596e+01	2.292e+03	1.294e-01	3.552e+02	-1.241e+00
4.596e+01	1.381e+03	5.049e-02	9.103e+02	-1.193e+00
4.596e+01	1.454e+03	1.444e-01	3.183e+02	1.014e+00
4.720e+01	3.597e+03	1.628e-01	2.900e+02	-1.107e+00
4.720e+01	2.126e+03	8.740e-02	5.401e+02	1.495e+00
4.720e+01	1.856e+03	1.297e-01	3.639e+02	-1.104e+00
4.720e+01	6.629e+02	4.483e-02	1.053e+03	-6.680e-01
4.720e+01	1.117e+03	1.358e-01	3.476e+02	1.041e+00
4.845e+01	4.162e+03	1.665e-01	2.910e+02	-1.128e+00
4.845e+01	2.471e+03	9.550e-02	5.073e+02	1.450e+00
4.845e+01	2.055e+03	1.259e-01	3.847e+02	-1.140e+00
4.845e+01	7.019e+02	5.081e-02	9.535e+02	-5.528e-01
4.969e+01	4.058e+03	1.727e-01	2.877e+02	-1.250e+00
4.969e+01	1.532e+03	1.400e-01	3.549e+02	-4.547e-01
4.969e+01	9.849e+02	6.049e-02	8.215e+02	-4.678e-01
4.969e+01	1.565e+03	9.269e-02	5.361e+02	1.129e+00
4.969e+01	1.592e+03	1.218e-01	4.080e+02	-1.437e+00
5.093e+01	4.029e+03	1.766e-01	2.883e+02	-1.376e+00
5.093e+01	1.378e+03	8.791e-02	5.793e+02	7.289e-01
5.093e+01	1.284e+03	1.353e-01	3.764e+02	-8.892e-02
5.093e+01	6.683e+02	5.807e-02	8.771e+02	-4.898e-01
5.217e+01	1.919e+03	9.367e-02	5.570e+02	7.260e-01
5.217e+01	3.526e+03	1.803e-01	2.894e+02	-1.477e+00
5.217e+01	1.225e+03	1.356e-01	3.848e+02	1.012e-01
5.217e+01	7.530e+02	5.959e-02	8.756e+02	-8.395e-01
5.342e+01	2.874e+03	9.730e-02	5.490e+02	9.080e-01
5.342e+01	2.079e+03	6.523e-02	8.189e+02	-1.418e+00
5.342e+01	1.138e+03	1.358e-01	3.933e+02	1.643e-01
5.342e+01	3.166e+02	1.298e-02	4.115e+03	4.779e-01
5.466e+01	2.947e+03	9.862e-02	5.542e+02	8.200e-01
5.466e+01	2.049e+03	7.094e-02	7.704e+02	1.579e+00
5.466e+01	5.216e+02	2.379e-02	2.298e+03	5.755e-01
5.466e+01	1.043e+03	1.382e-01	3.954e+02	-4.016e-02
5.590e+01	2.665e+03	1.058e-01	5.282e+02	8.728e-01
5.590e+01	7.958e+02	3.101e-02	1.802e+03	4.788e-01
5.590e+01	1.741e+03	7.470e-02	7.484e+02	-1.469e+00
5.590e+01	1.019e+03	1.443e-01	3.874e+02	3.735e-01
5.714e+01	2.556e+03	1.079e-01	5.294e+02	9.934e-01
5.714e+01	7.501e+02	3.408e-02	1.677e+03	-1.271e-02
5.714e+01	2.479e+03	8.042e-02	7.105e+02	-1.446e+00
5.714e+01	1.019e+03	1.513e-01	3.776e+02	-4.311e-01
5.839e+01	2.925e+03	9.377e-02	6.226e+02	-1.314e+00
5.839e+01	2.830e+03	1.123e-01	5.201e+02	1.315e+00
5.839e+01	7.854e+02	4.780e-02	1.221e+03	5.499e-01
5.839e+01	9.236e+02	3.384e-02	1.726e+03	-1.449e+00
5.963e+01	1.603e+03	4.092e-02	1.457e+03	1.396e+00
5.963e+01	1.942e+03	9.807e-02	6.080e+02	-1.266e+00
5.963e+01	9.095e+02	5.807e-02	1.027e+03	6.829e-01
5.963e+01	1.363e+03	1.141e-01	5.226e+02	1.052e+00
1.366e+01	5.546e+02	4.522e-02	3.022e+02	-7.644e-01
1.491e+01	6.659e+02	5.092e-02	2.927e+02	-7.552e-01
1.615e+01	6.693e+02	5.604e-02	2.882e+02	-7.601e-01
1.739e+01	8.449e+02	6.123e-02	2.840e+02	-7.482e-01
1.863e+01	1.004e+03	6.568e-02	2.837e+02	-7.380e-01
1.988e+01	1.213e+03	6.968e-02	2.852e+02	-7.714e-01
2.112e+01	1.189e+03	7.534e-02	2.803e+02	-7.755e-01
2.236e+01	1.198e+03	7.908e-02	2.827e+02	-8.041e-01
2.360e+01	1.696e+03	8.374e-02	2.818e+02	-7.607e-01
2.484e+01	1.629e+03	8.873e-02	2.800e+02	-8.495e-01
2.609e+01	1.490e+03	9.323e-02	2.798e+02	-8.890e-01
2.733e+01	1.839e+03	9.729e-02	2.809e+02	-9.061e-01
2.857e+01	2.323e+03	1.029e-01	2.777e+02	-9.277e-01
2.981e+01	2.177e+03	1.091e-01	2.734e+02	-9.156e-01
3.106e+01	2.071e+03	1.130e-01	2.749e+02	-9.170e-01
3.230e+01	2.624e+03	1.145e-01	2.822e+02	-1.009e+00
3.354e+01	3.072e+03	1.186e-01	2.829e+02	-1.025e+00
3.354e+01	9.728e+02	5.962e-02	5.625e+02	1.515e+00
3.478e+01	3.067e+03	1.256e-01	2.770e+02	-1.007e+00
3.478e+01	1.010e+03	6.168e-02	5.640e+02	1.433e+00
3.602e+01	2.826e+03	1.299e-01	2.774e+02	-9.888e-01
3.602e+01	1.022e+03	6.009e-02	5.996e+02	1.372e+00
3.727e+01	3.219e+03	1.334e-01	2.794e+02	-9.286e-01
3.727e+01	1.457e+03	6.797e-02	5.483e+02	1.394e+00
3.851e+01	3.546e+03	1.375e-01	2.800e+02	-8.167e-01
3.851e+01	1.756e+03	7.145e-02	5.390e+02	1.398e+00
3.975e+01	5.207e+03	1.440e-01	2.761e+02	-1.088e+00
3.975e+01	3.237e+03	6.855e-02	5.799e+02	1.447e+00
3.975e+01	3.923e+03	1.867e-01	2.129e+02	-1.492e+00
3.975e+01	7.944e+02	1.578e-02	2.519e+03	-1.616e+00
4.099e+01	7.411e+03	1.497e-01	2.739e+02	-1.261e+00
4.099e+01	4.212e+03	7.184e-02	5.706e+02	1.307e+00
4.099e+01	1.961e+03	2.330e-02	1.759e+03	1.579e+00
4.099e+01	5.485e+03	1.909e-01	2.147e+02	-1.600e+00
4.099e+01	1.175e+03	9.700e-02	4.226e+02	-4.762e-01
4.224e+01	6.341e+03	1.562e-01	2.704e+02	-1.318e+00
4.224e+01	2.087e+03	7.846e-02	5.383e+02	7.885e-01
4.224e+01	2.576e+03	1.083e-01	3.902e+02	-1.024e+00
4.224e+01	2.324e+03	3.244e-02	1.302e+03	-1.422e+00
4.224e+01	5.473e+02	2.118e-02	1.994e+03	2.265e-02
4.348e+01	4.370e+03	1.563e-01	2.782e+02	-1.044e+00
4.348e+01	1.792e+03	8.285e-02	5.248e+02	1.144e+00
4.348e+01	2.107e+03	1.229e-01	3.538e+02	-1.124e+00
4.348e+01	1.302e+03	4.986e-02	8.719e+02	-1.166e+00
4.472e+01	4.294e+03	1.612e-01	2.775e+02	-1.080e+00
4.472e+01	2.179e+03	8.646e-02	5.173e+02	1.169e+00
4.472e+01	1.804e+03	1.253e-01	3.570e+02	-1.044e+00
4.472e+01	9.214e+02	5.288e-02	8.457e+02	-1.090e+00
4.596e+01	3.624e+03	1.689e-01	2.721e+02	-1.206e+00
4.596e+01	1.520e+03	9.410e-02	4.885e+02	1.028e+00
4.596e+01	1.220e+03	1.450e-01	3.171e+02	-2.149e-01
4.596e+01	1.355e+03	5.858e-02	7.846e+02	-1.199e+00
4.596e+01	1.717e+03	1.282e-01	3.586e+02	-1.408e+00
4.720e+01	3.864e+03	1.632e-01	2.893e+02	-1.081e+00
4.720e+01	2.098e+03	8.699e-02	5.426e+02	1.515e+00
4.720e+01	1.783e+03	1.333e-01	3.540e+02	-9.580e-01
4.720e+01	1.374e+03	1.312e-01	3.597e+02	1.299e+00
4.720e+01	5.526e+02	4.657e-02	1.014e+03	-5.635e-01
4.845e+01	4.559e+03	1.659e-01	2.921e+02	-1.167e+00
4.845e+01	2.238e+03	9.534e-02	5.081e+02	1.430e+00
4.845e+01	2.075e+03	1.336e-01	3.627e+02	-1.028e+00
4.845e+01	6.582e+02	5.378e-02	9.008e+02	-3.019e-01
4.845e+01	1.214e+03	1.375e-01	3.524e+02	1.088e+00
4.969e+01	4.223e+03	1.738e-01	2.858e+02	-1.247e+00
4.969e+01	1.296e+03	1.381e-01	3.597e+02	-9.943e-02
4.969e+01	1.375e+03	8.930e-02	5.565e+02	1.101e+00
4.969e+01	6.692e+02	6.086e-02	8.165e+02	-1.803e-03
5.093e+01	3.902e+03	1.781e-01	2.860e+02	-1.342e+00
5.093e+01	1.617e+03	8.835e-02	5.765e+02	9.461e-01
5.093e+01	1.209e+03	1.398e-01	3.644e+02	-1.315e-01
5.093e+01	5.630e+02	6.031e-02	8.444e+02	-1.441e-01
5.217e+01	2.277e+03	9.321e-02	5.597e+02	8.239e-01
5.217e+01	3.883e+03	1.807e-01	2.888e+02	-1.427e+00
5.217e+01	1.245e+03	1.373e-01	3.801e+02	3.196e-02
5.342e+01	2.642e+03	9.688e-02	5.514e+02	7.742e-01
5.342e+01	3.505e+03	1.858e-01	2.875e+02	-1.502e+00
5.342e+01	1.223e+03	1.342e-01	3.979e+02	-1.249e-01
5.466e+01	3.337e+03	1.001e-01	5.463e+02	9.674e-01
5.466e+01	2.192e+03	7.564e-02	7.226e+02	-1.483e+00
5.466e+01	6.413e+02	3.240e-02	1.687e+03	6.861e-01
5.466e+01	9.848e+02	1.406e-01	3.887e+02	-6.216e-02
5.590e+01	2.793e+03	1.062e-01	5.262e+02	9.470e-01
5.590e+01	9.005e+02	3.943e-02	1.418e+03	6.322e-01
5.590e+01	1.768e+03	8.116e-02	6.888e+02	-1.422e+00
5.714e+01	3.113e+03	1.097e-01	5.208e+02	1.093e+00
5.714e+01	8.509e+02	3.861e-02	1.480e+03	3.515e-01
5.714e+01	2.658e+03	8.452e-02	6.761e+02	-1.459e+00
5.714e+01	8.489e+02	1.519e-01	3.763e+02	-1.124e-01
5.839e+01	3.312e+03	9.314e-02	6.269e+02	-1.349e+00
5.839e+01	3.198e+03	1.124e-01	5.193e+02	1.299e+00
5.839e+01	8.947e+02	4.915e-02	1.188e+03	6.384e-01
5.839e+01	9.598e+02	3.880e-02	1.505e+03	-1.456e+00
5.963e+01	1.734e+03	4.184e-02	1.425e+03	1.353e+00
5.963e+01	2.494e+03	9.798e-02	6.086e+02	-1.318e+00
5.963e+01	9.549e+02	6.022e-02	9.902e+02	6.100e-01
5.963e+01	1.529e+03	1.148e-01	5.193e+02	1.092e+00
1.242e+01	5.289e+02	3.716e-02	3.343e+02	-8.274e-01
1.366e+01	5.576e+02	4.779e-02	2.859e+02	-8.878e-01
1.491e+01	6.584e+02	4.969e-02	3.000e+02	-7.971e-01
1.615e+01	7.328e+02	5.520e-02	2.925e+02	-6.996e-01
1.739e+01	8.533e+02	6.088e-02	2.857e+02	-7.551e-01
1.863e+01	9.465e+02	6.444e-02	2.891e+02	-7.780e-01
1.988e+01	1.183e+03	6.938e-02	2.865e+02	-7.664e-01
2.112e+01	1.276e+03	7.540e-02	2.801e+02	-7.501e-01
2.236e+01	1.397e+03	7.926e-02	2.821e+02	-8.111e-01
2.360e+01	1.589e+03	8.300e-02	2.844e+02	-7.794e-01
2.484e+01	1.765e+03	8.815e-02	2.819e+02	-8.571e-01
2.609e+01	1.878e+03	9.344e-02	2.792e+02	-9.164e-01
2.733e+01	2.070e+03	9.749e-02	2.803e+02	-9.236e-01
2.857e+01	2.386e+03	1.024e-01	2.790e+02	-9.402e-01
2.981e+01	2.374e+03	1.086e-01	2.745e+02	-9.226e-01
3.106e+01	2.569e+03	1.124e-01	2.764e+02	-9.147e-01
3.230e+01	2.956e+03	1.143e-01	2.825e+02	-9.877e-01
3.354e+01	3.358e+03	1.185e-01	2.830e+02	-1.028e+00
3.354e+01	9.106e+02	6.189e-02	5.419e+02	-1.525e+00
3.478e+01	3.418e+03	1.249e-01	2.786e+02	-1.013e+00
3.478e+01	9.468e+02	6.475e-02	5.372e+02	1.505e+00
3.602e+01	3.482e+03	1.288e-01	2.796e+02	-9.780e-01
3.602e+01	1.100e+03	6.385e-02	5.642e+02	1.517e+00
3.727e+01	3.561e+03	1.325e-01	2.812e+02	-9.232e-01
3.727e+01	1.504e+03	7.224e-02	5.159e+02	1.518e+00
3.851e+01	3.911e+03	1.370e-01	2.811e+02	-8.442e-01
3.851e+01	1.729e+03	7.450e-02	5.169e+02	1.483e+00
3.975e+01	5.495e+03	1.433e-01	2.774e+02	-1.057e+00
3.975e+01	3.188e+03	7.085e-02	5.610e+02	1.513e+00
3.975e+01	3.506e+03	1.866e-01	2.130e+02	-1.421e+00
3.975e+01	6.139e+02	1.244e-02	3.196e+03	-1.659e+00
4.099e+01	7.560e+03	1.497e-01	2.739e+02	-1.227e+00
4.099e+01	4.165e+03	7.757e-02	5.285e+02	1.534e+00
4.099e+01	1.749e+03	2.056e-02	1.994e+03	-1.652e+00
4.099e+01	5.116e+03	1.917e-01	2.138e+02	-1.485e+00
4.099e+01	9.552e+02	4.510e-02	9.089e+02	6.756e-01
4.224e+01	6.434e+03	1.562e-01	2.705e+02	-1.287e+00
4.224e+01	2.087e+03	7.900e-02	5.347e+02	8.205e-01
4.224e+01	2.512e+03	1.068e-01	3.953e+02	-9.504e-01
4.224e+01	2.148e+03	3.369e-02	1.254e+03	-1.367e+00
4.224e+01	6.041e+02	2.177e-02	1.940e+03	1.913e-01
4.348e+01	4.649e+03	1.555e-01	2.795e+02	-1.042e+00
4.348e+01	1.642e+03	8.331e-02	5.219e+02	1.148e+00
4.348e+01	1.329e+03	4.851e-02	8.963e+02	-1.233e+00
4.348e+01	2.006e+03	1.204e-01	3.610e+02	-1.121e+00
4.472e+01	4.460e+03	1.590e-01	2.812e+02	-1.057e+00
4.472e+01	2.178e+03	8.618e-02	5.189e+02	1.181e+00
4.472e+01	1.833e+03	1.222e-01	3.661e+02	-1.059e+00
4.472e+01	9.176e+02	5.022e-02	8.905e+02	-1.109e+00
4.596e+01	4.668e+03	1.626e-01	2.827e+02	-1.180e+00
4.596e+01	1.694e+03	9.346e-02	4.918e+02	1.091e+00
4.596e+01	2.194e+03	1.304e-01	3.525e+02	-1.264e+00
4.596e+01	1.332e+03	5.096e-02	9.020e+02	-1.198e+00
4.596e+01	1.335e+03	1.438e-01	3.197e+02	1.011e+00
4.720e+01	4.618e+03	1.634e-01	2.888e+02	-1.127e+00
4.720e+01	2.131e+03	8.332e-02	5.666e+02	1.531e+00
4.720e+01	1.736e+03	1.290e-01	3.658e+02	-9.575e-01
4.720e+01	1.500e+03	1.316e-01	3.587e+02	1.236e+00
4.720e+01	6.141e+02	4.608e-02	1.024e+03	-4.065e-01
4.845e+01	4.358e+03	1.673e-01	2.896e+02	-1.092e+00
4.845e+01	1.717e+03	1.013e-01	4.781e+02	1.051e+00
4.845e+01	1.027e+03	6.552e-02	7.394e+02	-8.761e-01
4.845e+01	1.843e+03	1.316e-01	3.682e+02	-1.289e+00
4.969e+01	3.920e+03	1.728e-01	2.875e+02	-1.203e+00
4.969e+01	1.271e+03	1.369e-01	3.628e+02	9.239e-04
4.969e+01	9.767e+02	6.034e-02	8.235e+02	-5.110e-01
4.969e+01	1.159e+03	8.917e-02	5.572e+02	1.152e+00
5.093e+01	5.255e+03	1.739e-01	2.928e+02	-1.358e+00
5.093e+01	1.347e+03	7.731e-02	6.588e+02	2.134e-01
5.093e+01	1.385e+03	1.342e-01	3.794e+02	-5.431e-01
5.093e+01	2.076e+03	1.472e-01	3.460e+02	1.177e+00
5.093e+01	2.765e+02	5.088e-03	1.001e+04	1.099e+00
5.217e+01	1.892e+03	9.019e-02	5.785e+02	5.130e-01
5.217e+01	4.193e+03	1.785e-01	2.922e+02	-1.359e+00
5.217e+01	1.084e+03	1.373e-01	3.799e+02	-3.470e-02
5.217e+01	7.693e+01	-4.359e-03	-1.197e+04	7.346e-01
5.342e+01	2.167e+03	9.553e-02	5.592e+02	6.086e-01
5.342e+01	3.329e+03	1.847e-01	2.893e+02	-1.441e+00
5.342e+01	1.198e+03	1.342e-01	3.981e+02	-1.429e-01
5.466e+01	2.928e+03	9.604e-02	5.691e+02	8.159e-01
5.466e+01	2.677e+03	7.133e-02	7.663e+02	1.598e+00
5.466e+01	1.194e+03	1.383e-01	3.953e+02	7.042e-03
5.466e+01	4.291e+02	1.852e-02	2.951e+03	8.216e-01
5.590e+01	2.685e+03	9.962e-02	5.611e+02	7.020e-01
5.590e+01	2.527e+03	7.424e-02	7.529e+02	1.576e+00
5.590e+01	6.694e+02	3.298e-02	1.695e+03	4.587e-01
5.590e+01	1.104e+03	1.441e-01	3.880e+02	-3.989e-01
5.714e+01	2.925e+03	1.081e-01	5.288e+02	1.131e+00
5.714e+01	2.955e+03	8.453e-02	6.760e+02	-1.415e+00
5.714e+01	7.476e+02	4.200e-02	1.360e+03	4.036e-01
5.714e+01	9.278e+02	1.491e-01	3.833e+02	-3.794e-01
5.839e+01	3.158e+03	9.386e-02	6.221e+02	-1.292e+00
5.839e+01	2.805e+03	1.126e-01	5.187e+02	1.340e+00
5.839e+01	7.802e+02	4.790e-02	1.219e+03	5.217e-01
5.839e+01	8.767e+02	3.343e-02	1.747e+03	-1.498e+00
5.963e+01	1.785e+03	3.748e-02	1.591e+03	1.407e+00
5.963e+01	2.659e+03	9.645e-02	6.182e+02	-1.244e+00
5.963e+01	9.483e+02	5.688e-02	1.048e+03	5.755e-01
5.963e+01	1.445e+03	1.143e-01	5.219e+02	1.129e+00
1.118e+01	3.471e+02	3.108e-02	3.597e+02	-5.149e-01
1.242e+01	4.770e+02	3.824e-02	3.249e+02	-9.095e-01
1.366e+01	5.338e+02	4.208e-02	3.247e+02	-7.036e-01
1.491e+01	5.796e+02	4.898e-02	3.043e+02	-7.930e-01
