# WaveDec output file for Circular Rayleigh waves
# MODEL_CIRCULAR_RAYLEIGH
# Frequency	Amplitude	Wavenumber	Velocity	EllipticityAngle
# [Hz]	[a.u.]	[1/m]	[m/s]	[rad]
4.845e+01	2.097e+03	1.234e-01	3.925e+02	-9.467e-01
4.845e+01	7.015e+02	3.070e-02	1.578e+03	-8.342e-01
4.845e+01	7.370e+02	7.993e-02	6.061e+02	-2.467e-01
4.845e+01	1.119e+03	1.961e-01	2.470e+02	-7.642e-01
4.969e+01	3.050e+03	1.696e-01	2.930e+02	-1.323e+00
4.969e+01	2.504e+03	1.247e-01	3.984e+02	-8.851e-01
4.969e+01	7.961e+02	3.278e-02	1.516e+03	-7.186e-01
4.969e+01	6.488e+02	7.885e-02	6.302e+02	-3.069e-01
4.969e+01	8.219e+02	8.705e-02	5.708e+02	1.585e+00
5.093e+01	2.359e+03	1.284e-01	3.967e+02	-9.320e-01
5.093e+01	2.261e+03	1.735e-01	2.936e+02	-1.357e+00
5.093e+01	8.312e+02	3.731e-02	1.365e+03	-8.164e-01
5.093e+01	9.673e+02	9.161e-02	5.559e+02	1.162e+00
5.093e+01	5.879e+02	8.460e-02	6.020e+02	-7.652e-01
5.217e+01	2.826e+03	1.307e-01	3.991e+02	-9.509e-01
5.217e+01	2.321e+03	1.756e-01	2.971e+02	-1.299e+00
5.217e+01	1.032e+03	4.130e-02	1.263e+03	-7.087e-01
5.217e+01	1.085e+03	1.003e-01	5.202e+02	1.281e+00
5.217e+01	6.251e+02	8.240e-02	6.332e+02	-4.449e-01
5.342e+01	2.658e+03	1.314e-01	4.065e+02	-9.841e-01
5.342e+01	1.301e+03	4.796e-02	1.114e+03	-7.468e-01
5.342e+01	2.129e+03	1.745e-01	3.062e+02	-1.235e+00
5.342e+01	1.183e+03	1.074e-01	4.972e+02	1.267e+00
5.342e+01	7.127e+02	8.137e-02	6.565e+02	-8.445e-01
5.466e+01	1.974e+03	1.300e-01	4.204e+02	-1.148e+00
5.466e+01	9.899e+02	5.262e-02	1.039e+03	-7.133e-01
5.466e+01	1.557e+03	1.747e-01	3.129e+02	-1.204e+00
5.466e+01	2.042e+02	2.865e-03	1.908e+04	-1.384e+00
5.590e+01	1.875e+03	1.248e-01	4.478e+02	-1.324e+00
5.590e+01	1.019e+03	5.402e-02	1.035e+03	-5.990e-01
5.590e+01	5.349e+02	7.710e-03	7.251e+03	-1.377e+00
5.590e+01	1.350e+03	1.603e-01	3.486e+02	-8.621e-01
5.714e+01	1.961e+03	1.390e-01	4.112e+02	-1.211e+00
5.714e+01	6.142e+02	8.776e-03	6.511e+03	-1.489e+00
5.714e+01	7.477e+02	5.732e-02	9.969e+02	-6.923e-01
5.839e+01	9.658e+02	1.973e-02	2.959e+03	-1.436e+00
5.839e+01	7.078e+02	5.881e-02	9.928e+02	-7.936e-01
5.839e+01	1.351e+03	1.473e-01	3.964e+02	-1.071e+00
5.963e+01	8.877e+02	2.837e-02	2.101e+03	-1.319e+00
5.963e+01	6.672e+02	6.050e-02	9.855e+02	-8.171e-01
5.963e+01	1.558e+03	1.475e-01	4.044e+02	-1.324e+00
5.963e+01	1.114e+03	1.098e-01	5.429e+02	-1.401e+00
5.963e+01	6.846e+01	-7.446e-03	-8.008e+03	-5.556e-01
9.938e+00	3.592e+02	2.321e-02	4.283e+02	-6.925e-01
1.118e+01	3.460e+02	3.113e-02	3.592e+02	-7.786e-01
1.242e+01	4.363e+02	3.697e-02	3.360e+02	-7.122e-01
1.366e+01	4.642e+02	4.399e-02	3.106e+02	-8.051e-01
1.491e+01	6.727e+02	5.008e-02	2.977e+02	-8.046e-01
1.615e+01	6.699e+02	5.568e-02	2.900e+02	-6.880e-01
1.739e+01	8.362e+02	5.934e-02	2.931e+02	-7.608e-01
1.863e+01	1.063e+03	6.339e-02	2.940e+02	-7.650e-01
1.988e+01	1.194e+03	6.947e-02	2.861e+02	-8.202e-01
2.112e+01	9.849e+02	7.367e-02	2.867e+02	-7.804e-01
2.236e+01	1.346e+03	7.788e-02	2.871e+02	-8.535e-01
2.360e+01	1.535e+03	8.278e-02	2.851e+02	-8.164e-01
2.484e+01	1.475e+03	8.880e-02	2.798e+02	-9.301e-01
2.609e+01	1.577e+03	9.180e-02	2.842e+02	-9.278e-01
2.733e+01	1.831e+03	9.654e-02	2.831e+02	-8.799e-01
2.857e+01	1.755e+03	1.012e-01	2.824e+02	-8.943e-01
2.981e+01	1.734e+03	1.056e-01	2.823e+02	-8.292e-01
3.106e+01	1.950e+03	1.098e-01	2.828e+02	-7.302e-01
3.230e+01	1.977e+03	1.135e-01	2.846e+02	-8.211e-01
3.230e+01	5.587e+02	5.117e-02	6.312e+02	1.333e+00
3.354e+01	1.999e+03	1.184e-01	2.834e+02	-9.015e-01
3.354e+01	5.995e+02	5.615e-02	5.974e+02	1.325e+00
3.478e+01	2.442e+03	1.237e-01	2.812e+02	-9.021e-01
3.478e+01	6.760e+02	5.770e-02	6.028e+02	1.187e+00
3.602e+01	2.342e+03	1.275e-01	2.826e+02	-8.991e-01
3.602e+01	7.372e+02	5.857e-02	6.151e+02	1.036e+00
3.727e+01	2.070e+03	1.306e-01	2.853e+02	-9.034e-01
3.727e+01	9.241e+02	6.346e-02	5.872e+02	1.102e+00
3.851e+01	2.776e+03	1.353e-01	2.846e+02	-9.304e-01
3.851e+01	1.049e+03	6.746e-02	5.708e+02	1.229e+00
3.975e+01	3.371e+03	1.413e-01	2.814e+02	-9.974e-01
3.975e+01	1.018e+03	7.120e-02	5.583e+02	9.686e-01
3.975e+01	6.664e+02	8.891e-02	4.471e+02	-8.698e-01
4.099e+01	3.618e+03	1.477e-01	2.775e+02	-1.033e+00
4.099e+01	1.488e+03	8.139e-02	5.037e+02	8.875e-01
4.099e+01	1.143e+03	9.496e-02	4.317e+02	-7.153e-01
4.099e+01	3.658e+02	2.415e-02	1.697e+03	-6.724e-01
4.099e+01	2.584e+03	2.419e-01	1.694e+02	1.408e+00
4.224e+01	4.408e+03	1.510e-01	2.797e+02	-1.144e+00
4.224e+01	1.115e+03	1.148e-01	3.680e+02	-8.532e-01
4.224e+01	8.338e+02	8.763e-02	4.820e+02	5.723e-01
4.224e+01	4.120e+02	9.909e-03	4.263e+03	-1.204e+00
4.224e+01	5.975e+02	3.346e-02	1.262e+03	1.524e+00
4.348e+01	4.194e+03	1.517e-01	2.865e+02	-1.129e+00
4.348e+01	8.952e+02	8.584e-02	5.065e+02	5.617e-01
4.348e+01	1.148e+03	1.222e-01	3.557e+02	-9.157e-01
4.348e+01	3.035e+02	9.763e-03	4.453e+03	-9.641e-01
4.472e+01	3.993e+03	1.588e-01	2.816e+02	-1.157e+00
4.472e+01	9.740e+02	9.274e-02	4.822e+02	3.767e-01
4.472e+01	6.718e+02	3.183e-02	1.405e+03	-9.837e-01
4.472e+01	1.096e+03	1.871e-01	2.390e+02	-5.591e-01
4.596e+01	4.022e+03	1.605e-01	2.864e+02	-1.227e+00
4.596e+01	1.548e+03	1.237e-01	3.716e+02	-1.045e+00
4.596e+01	8.430e+02	8.751e-02	5.253e+02	9.130e-01
4.596e+01	4.890e+02	2.051e-02	2.241e+03	-9.056e-01
4.720e+01	4.224e+03	1.645e-01	2.870e+02	-1.245e+00
4.720e+01	1.724e+03	1.261e-01	3.743e+02	-9.698e-01
4.720e+01	7.019e+02	8.041e-02	5.871e+02	3.717e-01
4.720e+01	5.960e+02	2.622e-02	1.800e+03	-9.610e-01
4.845e+01	3.685e+03	1.679e-01	2.885e+02	-1.229e+00
4.845e+01	1.997e+03	1.221e-01	3.968e+02	-8.783e-01
4.845e+01	8.143e+02	8.034e-02	6.030e+02	-3.566e-03
4.845e+01	5.954e+02	3.286e-02	1.475e+03	-8.444e-01
4.845e+01	1.268e+03	1.962e-01	2.469e+02	-7.858e-01
4.969e+01	3.604e+03	1.709e-01	2.907e+02	-1.351e+00
4.969e+01	2.322e+03	1.223e-01	4.062e+02	-8.667e-01
4.969e+01	5.703e+02	3.341e-02	1.487e+03	-3.978e-01
4.969e+01	6.341e+02	7.802e-02	6.369e+02	2.838e-01
5.093e+01	3.057e+03	1.741e-01	2.925e+02	-1.310e+00
5.093e+01	2.647e+03	1.279e-01	3.982e+02	-9.212e-01
5.093e+01	1.073e+03	8.962e-02	5.683e+02	8.366e-01
5.093e+01	8.327e+02	3.785e-02	1.346e+03	-6.897e-01
5.093e+01	8.088e+02	9.097e-02	5.598e+02	-1.130e+00
5.217e+01	2.767e+03	1.299e-01	4.018e+02	-9.237e-01
5.217e+01	2.361e+03	1.764e-01	2.958e+02	-1.309e+00
5.217e+01	9.012e+02	4.068e-02	1.282e+03	-5.421e-01
5.217e+01	1.319e+03	1.004e-01	5.197e+02	1.164e+00
5.217e+01	6.839e+02	8.215e-02	6.351e+02	-6.251e-01
5.342e+01	2.567e+03	1.311e-01	4.073e+02	-9.585e-01
5.342e+01	1.032e+03	4.757e-02	1.123e+03	-5.926e-01
5.342e+01	2.095e+03	1.769e-01	3.019e+02	-1.264e+00
5.342e+01	1.318e+03	1.064e-01	5.021e+02	1.191e+00
5.342e+01	7.649e+02	8.264e-02	6.464e+02	-8.820e-01
5.466e+01	2.215e+03	1.320e-01	4.141e+02	-1.002e+00
5.466e+01	1.076e+03	5.300e-02	1.031e+03	-5.958e-01
5.466e+01	1.723e+03	1.753e-01	3.118e+02	-1.170e+00
5.466e+01	2.987e+02	3.847e-03	1.421e+04	-1.328e+00
5.466e+01	8.481e+02	1.089e-01	5.021e+02	8.795e-01
5.590e+01	2.469e+03	1.301e-01	4.297e+02	-1.274e+00
5.590e+01	1.013e+03	5.711e-02	9.789e+02	-5.097e-01
5.590e+01	1.446e+02	-1.366e-03	-4.091e+04	-1.653e+00
5.590e+01	9.917e+02	1.660e-01	3.368e+02	-8.772e-01
5.714e+01	2.266e+03	1.391e-01	4.108e+02	-1.231e+00
5.714e+01	7.344e+02	5.842e-02	9.781e+02	-5.543e-01
5.714e+01	5.341e+02	7.743e-03	7.380e+03	-1.495e+00
5.714e+01	8.669e+02	1.032e-01	5.539e+02	-1.554e+00
5.839e+01	8.588e+02	1.840e-02	3.173e+03	-1.431e+00
5.839e+01	2.107e+03	1.460e-01	4.000e+02	-1.242e+00
5.839e+01	6.251e+02	6.335e-02	9.217e+02	-2.938e-01
5.839e+01	1.040e+03	1.106e-01	5.281e+02	1.444e+00
5.963e+01	1.175e+03	2.843e-02	2.097e+03	-1.408e+00
5.963e+01	6.688e+02	6.289e-02	9.481e+02	-8.857e-01
5.963e+01	1.565e+03	1.501e-01	3.972e+02	-1.210e+00
5.963e+01	9.914e+02	1.084e-01	5.501e+02	-1.519e+00
1.242e+01	4.042e+02	3.751e-02	3.312e+02	-9.017e-01
1.366e+01	4.186e+02	4.368e-02	3.128e+02	-7.304e-01
1.491e+01	5.789e+02	5.034e-02	2.961e+02	-6.057e-01
1.615e+01	7.046e+02	5.582e-02	2.893e+02	-7.524e-01
1.739e+01	7.918e+02	6.047e-02	2.876e+02	-7.835e-01
1.863e+01	8.680e+02	6.423e-02	2.901e+02	-8.506e-01
1.988e+01	1.122e+03	6.963e-02	2.854e+02	-8.198e-01
2.112e+01	1.040e+03	7.413e-02	2.849e+02	-7.830e-01
2.236e+01	1.294e+03	7.838e-02	2.853e+02	-8.520e-01
2.360e+01	1.439e+03	8.303e-02	2.843e+02	-8.070e-01
2.484e+01	1.321e+03	8.895e-02	2.793e+02	-9.008e-01
2.609e+01	1.647e+03	9.230e-02	2.826e+02	-9.198e-01
2.733e+01	1.687e+03	9.674e-02	2.825e+02	-8.830e-01
2.857e+01	1.655e+03	1.011e-01	2.826e+02	-8.825e-01
2.981e+01	1.877e+03	1.063e-01	2.804e+02	-8.300e-01
3.106e+01	1.649e+03	1.101e-01	2.820e+02	-7.448e-01
3.230e+01	1.899e+03	1.142e-01	2.829e+02	-8.239e-01
3.230e+01	5.072e+02	5.105e-02	6.326e+02	1.339e+00
3.354e+01	2.350e+03	1.192e-01	2.813e+02	-8.985e-01
3.354e+01	6.170e+02	5.605e-02	5.984e+02	1.314e+00
3.478e+01	2.063e+03	1.243e-01	2.799e+02	-9.073e-01
3.478e+01	5.947e+02	5.850e-02	5.946e+02	1.161e+00
3.602e+01	2.246e+03	1.281e-01	2.813e+02	-9.154e-01
3.602e+01	6.999e+02	5.950e-02	6.054e+02	1.037e+00
3.727e+01	2.248e+03	1.314e-01	2.837e+02	-9.106e-01
3.727e+01	9.210e+02	6.387e-02	5.835e+02	1.156e+00
3.851e+01	2.458e+03	1.358e-01	2.835e+02	-9.510e-01
3.851e+01	9.856e+02	6.822e-02	5.645e+02	1.266e+00
3.975e+01	3.301e+03	1.416e-01	2.808e+02	-9.967e-01
3.975e+01	1.020e+03	7.191e-02	5.528e+02	1.050e+00
3.975e+01	6.370e+02	8.862e-02	4.486e+02	-7.652e-01
4.099e+01	3.522e+03	1.471e-01	2.788e+02	-1.048e+00
4.099e+01	1.318e+03	8.001e-02	5.124e+02	7.833e-01
4.099e+01	1.200e+03	9.486e-02	4.321e+02	-8.193e-01
4.099e+01	2.818e+02	2.917e-02	1.405e+03	-5.507e-01
4.099e+01	2.460e+03	2.417e-01	1.696e+02	1.426e+00
4.224e+01	3.391e+03	1.498e-01	2.819e+02	-1.115e+00
4.224e+01	6.573e+02	8.458e-02	4.993e+02	4.090e-01
4.224e+01	8.945e+02	1.116e-01	3.785e+02	-8.702e-01
4.348e+01	3.898e+03	1.513e-01	2.874e+02	-1.159e+00
4.348e+01	8.042e+02	8.453e-02	5.143e+02	4.751e-01
4.348e+01	1.163e+03	1.210e-01	3.594e+02	-8.886e-01
4.348e+01	2.350e+02	7.310e-03	5.947e+03	-7.691e-01
4.472e+01	3.654e+03	1.546e-01	2.892e+02	-1.203e+00
4.472e+01	9.007e+02	8.779e-02	5.094e+02	5.787e-01
4.472e+01	1.310e+03	1.224e-01	3.652e+02	-1.043e+00
4.472e+01	3.416e+02	1.174e-02	3.810e+03	-8.795e-01
4.596e+01	3.918e+03	1.596e-01	2.880e+02	-1.250e+00
4.596e+01	1.690e+03	1.236e-01	3.719e+02	-1.075e+00
4.596e+01	7.994e+02	8.489e-02	5.414e+02	8.238e-01
4.596e+01	4.571e+02	1.695e-02	2.711e+03	-8.558e-01
4.720e+01	3.831e+03	1.637e-01	2.883e+02	-1.228e+00
4.720e+01	1.965e+03	1.258e-01	3.752e+02	-1.015e+00
4.720e+01	7.840e+02	8.059e-02	5.857e+02	2.567e-01
4.720e+01	6.631e+02	2.632e-02	1.793e+03	-9.395e-01
4.720e+01	8.904e+02	1.962e-01	2.406e+02	-4.631e-01
4.845e+01	3.244e+03	1.672e-01	2.898e+02	-1.317e+00
4.845e+01	1.943e+03	1.235e-01	3.922e+02	-8.935e-01
4.845e+01	5.209e+02	2.689e-02	1.802e+03	-6.259e-01
4.845e+01	6.357e+02	8.037e-02	6.028e+02	7.124e-02
4.969e+01	3.254e+03	1.702e-01	2.920e+02	-1.351e+00
4.969e+01	2.391e+03	1.252e-01	3.968e+02	-8.798e-01
4.969e+01	7.201e+02	3.274e-02	1.518e+03	-6.134e-01
4.969e+01	7.224e+02	8.151e-02	6.096e+02	5.763e-01
4.969e+01	8.281e+02	8.343e-02	5.956e+02	-1.313e+00
5.093e+01	2.617e+03	1.284e-01	3.966e+02	-9.126e-01
5.093e+01	2.537e+03	1.733e-01	2.939e+02	-1.354e+00
5.093e+01	8.497e+02	3.637e-02	1.400e+03	-7.078e-01
5.093e+01	1.274e+03	9.125e-02	5.582e+02	1.205e+00
5.093e+01	6.299e+02	8.281e-02	6.150e+02	-7.648e-01
5.217e+01	2.662e+03	1.314e-01	3.970e+02	-9.733e-01
5.217e+01	1.056e+03	4.135e-02	1.262e+03	-7.565e-01
5.217e+01	1.299e+03	9.952e-02	5.243e+02	1.290e+00
5.217e+01	2.069e+03	1.735e-01	3.007e+02	-1.298e+00
5.217e+01	5.768e+02	8.408e-02	6.205e+02	-5.729e-01
5.342e+01	2.871e+03	1.327e-01	4.026e+02	-1.002e+00
5.342e+01	1.292e+03	4.697e-02	1.137e+03	-7.077e-01
5.342e+01	2.225e+03	1.751e-01	3.051e+02	-1.237e+00
5.342e+01	1.417e+03	1.061e-01	5.034e+02	1.285e+00
5.342e+01	7.201e+02	8.241e-02	6.482e+02	-8.380e-01
5.466e+01	1.989e+03	1.302e-01	4.198e+02	-1.054e+00
5.466e+01	1.016e+03	5.244e-02	1.042e+03	-6.723e-01
5.466e+01	1.570e+03	1.725e-01	3.168e+02	-1.168e+00
5.466e+01	2.472e+02	3.291e-03	1.661e+04	-1.399e+00
5.466e+01	7.789e+02	1.082e-01	5.052e+02	8.563e-01
5.590e+01	2.173e+03	1.289e-01	4.337e+02	-1.331e+00
5.590e+01	8.782e+02	5.635e-02	9.921e+02	-4.632e-01
5.590e+01	1.100e+02	-1.103e-03	-5.069e+04	-1.661e+00
5.590e+01	8.450e+02	1.624e-01	3.441e+02	-7.148e-01
5.714e+01	2.273e+03	1.403e-01	4.074e+02	-1.252e+00
5.714e+01	6.117e+02	7.979e-03	7.161e+03	-1.467e+00
5.714e+01	7.808e+02	5.661e-02	1.009e+03	-6.239e-01
5.714e+01	9.807e+02	1.084e-01	5.272e+02	1.414e+00
5.839e+01	7.701e+02	1.826e-02	3.198e+03	-1.445e+00
5.839e+01	1.714e+03	1.437e-01	4.064e+02	-1.262e+00
5.839e+01	5.502e+02	6.208e-02	9.404e+02	-4.236e-01
5.839e+01	9.617e+02	1.124e-01	5.193e+02	1.388e+00
5.963e+01	8.862e+02	2.737e-02	2.178e+03	-1.358e+00
5.963e+01	6.656e+02	6.231e-02	9.570e+02	-8.195e-01
5.963e+01	1.583e+03	1.453e-01	4.104e+02	-1.400e+00
5.963e+01	1.195e+03	1.088e-01	5.478e+02	-1.467e+00
5.963e+01	6.190e+01	-6.654e-03	-8.962e+03	-5.288e-01
8.696e+00	2.378e+02	2.098e-02	4.146e+02	-3.824e-01
9.938e+00	3.244e+02	2.475e-02	4.015e+02	-7.899e-01
1.118e+01	3.743e+02	3.222e-02	3.470e+02	-6.852e-01
1.242e+01	4.078e+02	3.974e-02	3.126e+02	-8.262e-01
1.366e+01	5.119e+02	4.542e-02	3.009e+02	-6.911e-01
1.491e+01	7.280e+02	5.033e-02	2.962e+02	-6.886e-01
1.615e+01	6.260e+02	5.548e-02	2.911e+02	-7.552e-01
1.739e+01	8.044e+02	5.976e-02	2.910e+02	-7.523e-01
1.863e+01	1.153e+03	6.435e-02	2.896e+02	-7.820e-01
1.988e+01	1.110e+03	6.942e-02	2.863e+02	-8.380e-01
2.112e+01	1.208e+03	7.419e-02	2.846e+02	-7.868e-01
2.236e+01	1.577e+03	7.804e-02	2.865e+02	-8.944e-01
2.360e+01	1.423e+03	8.237e-02	2.865e+02	-8.185e-01
2.484e+01	1.623e+03	8.827e-02	2.815e+02	-9.332e-01
2.609e+01	1.851e+03	9.188e-02	2.839e+02	-9.283e-01
2.733e+01	1.776e+03	9.598e-02	2.847e+02	-8.927e-01
2.857e+01	1.854e+03	1.003e-01	2.847e+02	-8.965e-01
2.981e+01	2.085e+03	1.056e-01	2.822e+02	-8.401e-01
3.106e+01	1.970e+03	1.095e-01	2.836e+02	-7.962e-01
3.230e+01	2.151e+03	1.140e-01	2.832e+02	-8.206e-01
3.354e+01	2.670e+03	1.186e-01	2.829e+02	-9.115e-01
3.354e+01	7.341e+02	5.800e-02	5.783e+02	1.440e+00
3.478e+01	2.486e+03	1.233e-01	2.822e+02	-9.061e-01
3.478e+01	7.700e+02	5.973e-02	5.823e+02	1.293e+00
3.602e+01	2.417e+03	1.268e-01	2.842e+02	-9.226e-01
3.602e+01	8.286e+02	6.144e-02	5.863e+02	1.284e+00
3.727e+01	2.722e+03	1.304e-01	2.858e+02	-9.157e-01
3.727e+01	1.114e+03	6.450e-02	5.778e+02	1.311e+00
3.851e+01	3.136e+03	1.350e-01	2.853e+02	-9.560e-01
3.851e+01	1.256e+03	6.879e-02	5.598e+02	1.416e+00
3.975e+01	3.405e+03	1.417e-01	2.806e+02	-1.020e+00
3.975e+01	1.292e+03	7.278e-02	5.462e+02	1.413e+00
4.099e+01	4.641e+03	1.473e-01	2.783e+02	-1.104e+00
4.099e+01	2.121e+03	7.822e-02	5.241e+02	1.047e+00
4.099e+01	1.337e+03	9.436e-02	4.344e+02	-7.672e-01
4.099e+01	3.107e+03	2.305e-01	1.779e+02	1.372e+00
4.099e+01	6.709e+02	3.463e-02	1.184e+03	-1.522e+00
4.224e+01	3.899e+03	1.493e-01	2.829e+02	-1.124e+00
4.224e+01	8.333e+02	8.226e-02	5.135e+02	6.298e-01
4.224e+01	1.049e+03	1.067e-01	3.957e+02	-9.528e-01
4.348e+01	3.920e+03	1.520e-01	2.860e+02	-1.216e+00
4.348e+01	1.001e+03	8.413e-02	5.168e+02	5.398e-01
4.348e+01	1.137e+03	1.164e-01	3.735e+02	-9.078e-01
4.348e+01	2.263e+02	6.297e-03	6.905e+03	-2.992e-01
4.472e+01	4.374e+03	1.547e-01	2.890e+02	-1.219e+00
4.472e+01	1.168e+03	8.646e-02	5.173e+02	6.723e-01
4.472e+01	1.671e+03	1.193e-01	3.748e+02	-1.024e+00
4.472e+01	4.410e+02	1.139e-02	3.927e+03	-7.425e-01
4.596e+01	4.306e+03	1.592e-01	2.887e+02	-1.281e+00
4.596e+01	2.056e+03	1.206e-01	3.810e+02	-9.944e-01
4.596e+01	5.741e+02	1.635e-02	2.810e+03	-7.130e-01
4.596e+01	1.087e+03	8.573e-02	5.361e+02	9.504e-01
4.720e+01	4.023e+03	1.630e-01	2.895e+02	-1.306e+00
4.720e+01	2.097e+03	1.218e-01	3.877e+02	-9.932e-01
4.720e+01	6.098e+02	2.260e-02	2.088e+03	-7.358e-01
4.720e+01	8.954e+02	8.588e-02	5.497e+02	7.188e-01
4.845e+01	4.107e+03	1.665e-01	2.910e+02	-1.338e+00
4.845e+01	2.420e+03	1.227e-01	3.949e+02	-8.979e-01
4.845e+01	6.453e+02	2.641e-02	1.834e+03	-6.369e-01
4.845e+01	7.170e+02	8.349e-02	5.803e+02	1.115e-01
4.969e+01	3.909e+03	1.691e-01	2.939e+02	-1.386e+00
4.969e+01	2.861e+03	1.233e-01	4.029e+02	-9.134e-01
4.969e+01	7.818e+02	3.265e-02	1.522e+03	-5.953e-01
4.969e+01	6.521e+02	8.057e-02	6.167e+02	3.026e-01
5.093e+01	2.828e+03	1.258e-01	4.049e+02	-8.888e-01
5.093e+01	3.287e+03	1.725e-01	2.953e+02	-1.365e+00
5.093e+01	9.032e+02	3.725e-02	1.367e+03	-7.163e-01
5.093e+01	9.245e+02	8.515e-02	5.982e+02	8.967e-01
5.217e+01	2.929e+03	1.299e-01	4.015e+02	-9.282e-01
5.217e+01	3.141e+03	1.725e-01	3.024e+02	-1.285e+00
5.217e+01	1.160e+03	4.072e-02	1.281e+03	-7.937e-01
5.217e+01	1.025e+03	9.002e-02	5.796e+02	8.968e-01
5.217e+01	1.078e+02	1.455e-03	3.586e+04	2.129e+00
5.342e+01	2.651e+03	1.314e-01	4.066e+02	-9.578e-01
5.342e+01	1.379e+03	4.584e-02	1.165e+03	-8.078e-01
5.342e+01	2.683e+03	1.724e-01	3.099e+02	-1.260e+00
5.342e+01	1.159e+03	1.020e-01	5.237e+02	1.052e+00
5.342e+01	2.141e+02	2.967e-03	1.800e+04	-1.203e+00
5.466e+01	2.387e+03	1.331e-01	4.107e+02	-9.474e-01
5.466e+01	1.067e+03	5.080e-02	1.076e+03	-6.996e-01
5.466e+01	2.025e+03	1.777e-01	3.076e+02	-1.230e+00
5.466e+01	1.210e+03	1.057e-01	5.169e+02	9.639e-01
5.466e+01	2.514e+02	3.871e-03	1.412e+04	-1.282e+00
5.590e+01	2.370e+03	1.353e-01	4.133e+02	-1.018e+00
5.590e+01	9.816e+02	5.121e-02	1.092e+03	-6.859e-01
5.590e+01	4.084e+02	3.819e-03	1.464e+04	-1.350e+00
5.590e+01	9.167e+02	1.116e-01	5.009e+02	4.847e-01
5.714e+01	2.325e+03	1.356e-01	4.214e+02	-1.149e+00
5.714e+01	9.292e+02	5.588e-02	1.023e+03	-7.667e-01
5.714e+01	6.708e+02	7.646e-03	7.474e+03	-1.410e+00
5.714e+01	9.072e+02	1.111e-01	5.141e+02	-9.357e-02
5.839e+01	9.913e+02	1.837e-02	3.178e+03	-1.355e+00
5.839e+01	7.722e+02	5.732e-02	1.019e+03	-6.863e-01
5.839e+01	1.513e+03	1.463e-01	3.991e+02	-1.014e+00
5.839e+01	9.551e+02	1.199e-01	4.868e+02	6.843e-01
5.963e+01	9.097e+02	2.454e-02	2.430e+03	-1.424e+00
5.963e+01	8.323e+02	7.055e-02	8.451e+02	-6.596e-01
5.963e+01	1.802e+03	1.046e-01	5.699e+02	-1.288e+00
5.963e+01	1.947e+03	1.314e-01	4.539e+02	1.541e+00
5.963e+01	7.679e+02	1.580e-01	3.773e+02	-2.285e-02
9.938e+00	2.697e+02	2.434e-02	4.084e+02	-6.309e-01
1.118e+01	4.152e+02	3.167e-02	3.531e+02	-6.989e-01
1.242e+01	3.853e+02	3.698e-02	3.360e+02	-8.151e-01
1.366e+01	4.599e+02	4.574e-02	2.988e+02	-6.410e-01
1.491e+01	7.019e+02	5.116e-02	2.914e+02	-6.421e-01
1.615e+01	6.664e+02	5.577e-02	2.896e+02	-8.456e-01
1.739e+01	7.311e+02	5.954e-02	2.921e+02	-7.313e-01
1.863e+01	1.042e+03	6.425e-02	2.900e+02	-8.172e-01
1.988e+01	1.112e+03	6.985e-02	2.845e+02	-8.467e-01
2.112e+01	1.131e+03	7.398e-02	2.854e+02	-8.509e-01
2.236e+01	1.416e+03	7.779e-02	2.874e+02	-8.936e-01
2.360e+01	1.347e+03	8.264e-02	2.856e+02	-8.183e-01
2.484e+01	1.450e+03	8.820e-02	2.817e+02	-9.310e-01
2.609e+01	1.647e+03	9.176e-02	2.843e+02	-9.422e-01
2.733e+01	1.591e+03	9.606e-02	2.845e+02	-8.885e-01
2.857e+01	1.706e+03	1.005e-01	2.842e+02	-8.769e-01
2.981e+01	1.816e+03	1.057e-01	2.819e+02	-8.105e-01
3.106e+01	1.799e+03	1.097e-01	2.832e+02	-7.734e-01
3.230e+01	1.917e+03	1.135e-01	2.846e+02	-8.609e-01
3.230e+01	6.623e+02	5.212e-02	6.197e+02	1.448e+00
3.354e+01	2.306e+03	1.186e-01	2.827e+02	-9.090e-01
3.354e+01	7.917e+02	5.662e-02	5.923e+02	1.407e+00
3.478e+01	2.232e+03	1.232e-01	2.823e+02	-9.112e-01
3.478e+01	8.117e+02	5.903e-02	5.892e+02	1.305e+00
3.602e+01	2.047e+03	1.265e-01	2.848e+02	-9.386e-01
3.602e+01	9.380e+02	6.123e-02	5.883e+02	1.210e+00
3.727e+01	2.298e+03	1.305e-01	2.856e+02	-9.186e-01
3.727e+01	1.205e+03	6.487e-02	5.745e+02	1.298e+00
3.851e+01	2.700e+03	1.348e-01	2.857e+02	-9.701e-01
3.851e+01	1.325e+03	6.869e-02	5.606e+02	1.370e+00
3.975e+01	3.234e+03	1.416e-01	2.807e+02	-1.048e+00
3.975e+01	1.447e+03	7.216e-02	5.509e+02	1.324e+00
4.099e+01	4.341e+03	1.476e-01	2.778e+02	-1.130e+00
4.099e+01	2.086e+03	7.840e-02	5.229e+02	9.898e-01
4.099e+01	1.561e+03	9.424e-02	4.350e+02	-9.287e-01
4.099e+01	3.280e+03	2.315e-01	1.771e+02	1.409e+00
4.099e+01	7.280e+02	3.459e-02	1.185e+03	-1.509e+00
4.224e+01	3.662e+03	1.497e-01	2.822e+02	-1.167e+00
