# WaveDec output file for Rayleigh waves
# MODEL_RAYLEIGH
# Frequency	Amplitude	Wavenumber	Velocity	Azimuth	EllipticityAngle
# [Hz]	[a.u.]	[1/m]	[m/s]	[rad]	[rad]
6.000e+00	9.064e-01	3.004e-02	1.997e+02	7.863e-01	7.892e-01
6.000e+00	6.976e-01	3.000e-02	2.000e+02	1.570e+00	7.947e-01
