# WaveDec output file for Circular Rayleigh waves
# MODEL_CIRCULAR_RAYLEIGH
# Frequency	Amplitude	Wavenumber	Velocity	EllipticityAngle
# [Hz]	[a.u.]	[1/m]	[m/s]	[rad]
3.354e+01	1.940e+03	1.209e-01	2.775e+02	-9.940e-01
3.354e+01	5.800e+02	1.715e-01	1.956e+02	-6.857e-01
3.478e+01	2.299e+03	1.260e-01	2.760e+02	-9.366e-01
3.478e+01	7.131e+02	1.779e-01	1.955e+02	-8.898e-01
3.602e+01	2.068e+03	1.304e-01	2.763e+02	-9.946e-01
3.602e+01	8.514e+02	1.804e-01	1.997e+02	-8.830e-01
3.602e+01	4.911e+02	6.456e-02	5.580e+02	1.224e+00
3.727e+01	2.079e+03	1.343e-01	2.774e+02	-9.858e-01
3.727e+01	5.570e+02	6.939e-02	5.371e+02	1.231e+00
3.727e+01	8.321e+02	1.859e-01	2.004e+02	-9.645e-01
3.851e+01	2.051e+03	1.400e-01	2.751e+02	-8.576e-01
3.851e+01	1.088e+03	1.910e-01	2.016e+02	-8.462e-01
3.851e+01	1.268e+03	1.583e-01	2.433e+02	-1.111e+00
3.851e+01	6.296e+02	6.418e-02	6.000e+02	-1.378e+00
3.975e+01	2.213e+03	1.419e-01	2.802e+02	-9.658e-01
3.975e+01	1.302e+03	1.829e-01	2.173e+02	-9.861e-01
3.975e+01	9.178e+02	7.003e-02	5.677e+02	-1.418e+00
3.975e+01	7.404e+02	1.139e-01	3.490e+02	-1.176e+00
3.975e+01	9.757e+02	1.583e-01	2.511e+02	-1.227e+00
4.099e+01	1.782e+03	1.455e-01	2.817e+02	-9.835e-01
4.099e+01	1.132e+03	1.857e-01	2.208e+02	-9.522e-01
4.099e+01	5.912e+02	6.915e-02	5.928e+02	-1.162e+00
4.224e+01	2.536e+03	1.492e-01	2.832e+02	-1.024e+00
4.224e+01	5.484e+02	6.987e-02	6.045e+02	-7.649e-01
4.224e+01	8.682e+02	1.378e-01	3.065e+02	-5.693e-01
4.224e+01	1.178e+03	1.939e-01	2.179e+02	-9.799e-01
4.224e+01	4.717e+02	4.606e-02	9.170e+02	-1.374e+00
4.348e+01	2.765e+03	1.568e-01	2.773e+02	-1.112e+00
4.348e+01	1.509e+03	1.680e-01	2.588e+02	1.739e+00
4.348e+01	5.461e+02	7.831e-02	5.552e+02	-1.058e-01
4.348e+01	6.072e+02	1.438e-01	3.023e+02	-2.845e-01
4.472e+01	2.315e+03	1.606e-01	2.784e+02	-1.085e+00
4.472e+01	6.364e+02	8.667e-02	5.160e+02	3.131e-01
4.472e+01	1.724e+03	1.722e-01	2.597e+02	-1.386e+00
4.472e+01	6.467e+02	1.159e-01	3.858e+02	-1.057e+00
4.596e+01	2.126e+03	1.695e-01	2.712e+02	-1.165e+00
4.596e+01	8.374e+02	9.044e-02	5.082e+02	6.716e-01
4.596e+01	1.058e+03	1.588e-01	2.894e+02	-7.713e-01
4.596e+01	9.967e+02	1.801e-01	2.552e+02	-1.472e+00
4.720e+01	2.163e+03	1.764e-01	2.676e+02	-1.158e+00
4.720e+01	9.341e+02	9.510e-02	4.964e+02	7.019e-01
4.720e+01	1.391e+03	1.627e-01	2.902e+02	-8.658e-01
4.720e+01	6.027e+02	6.884e-02	6.858e+02	-1.109e+00
4.845e+01	2.102e+03	1.809e-01	2.679e+02	-1.107e+00
4.845e+01	7.278e+02	9.853e-02	4.917e+02	5.631e-01
4.845e+01	1.780e+03	1.662e-01	2.915e+02	-1.013e+00
4.845e+01	8.584e+02	7.431e-02	6.519e+02	-1.229e+00
4.845e+01	8.475e+02	9.023e-02	5.370e+02	-1.543e+00
4.969e+01	1.807e+03	1.861e-01	2.670e+02	-1.091e+00
4.969e+01	1.877e+03	1.710e-01	2.905e+02	-1.092e+00
4.969e+01	1.081e+03	9.675e-02	5.136e+02	1.441e+00
4.969e+01	7.939e+02	7.770e-02	6.395e+02	-1.256e+00
4.969e+01	5.067e+02	1.081e-01	4.597e+02	-1.342e-01
5.093e+01	1.788e+03	1.894e-01	2.690e+02	-9.841e-01
5.093e+01	1.412e+03	1.747e-01	2.916e+02	-9.964e-01
5.093e+01	1.052e+03	1.029e-01	4.951e+02	1.390e+00
5.093e+01	6.988e+02	8.336e-02	6.110e+02	-1.203e+00
5.217e+01	1.558e+03	1.931e-01	2.701e+02	-8.246e-01
5.217e+01	9.456e+02	1.065e-01	4.897e+02	1.258e+00
5.217e+01	1.589e+03	1.783e-01	2.926e+02	-1.026e+00
5.217e+01	4.565e+02	3.996e-02	1.306e+03	-1.219e+00
5.217e+01	6.143e+02	8.426e-02	6.192e+02	-1.065e+00
5.342e+01	1.170e+03	1.078e-01	4.957e+02	1.411e+00
5.342e+01	6.159e+02	4.656e-02	1.147e+03	-1.195e+00
5.342e+01	1.319e+03	1.960e-01	2.726e+02	-8.261e-01
5.342e+01	1.183e+03	1.815e-01	2.942e+02	-8.783e-01
5.342e+01	6.720e+02	9.215e-02	5.797e+02	-1.141e+00
5.466e+01	1.290e+03	1.119e-01	4.887e+02	1.350e+00
5.466e+01	6.603e+02	5.200e-02	1.051e+03	-1.058e+00
5.466e+01	9.420e+02	1.927e-01	2.836e+02	-7.274e-01
5.590e+01	1.378e+03	1.170e-01	4.779e+02	1.479e+00
5.590e+01	6.299e+02	5.545e-02	1.008e+03	-1.070e+00
5.714e+01	1.273e+03	1.227e-01	4.657e+02	1.525e+00
5.714e+01	5.541e+02	6.004e-02	9.517e+02	-1.080e+00
5.839e+01	8.458e+02	1.251e-01	4.669e+02	1.352e+00
5.963e+01	6.639e+02	1.276e-01	4.672e+02	8.498e-01
5.963e+01	5.309e+02	7.905e-02	7.543e+02	-1.282e+00
6.211e+00	6.511e+02	6.914e-02	8.983e+01	-5.978e-01
6.211e+00	3.546e+02	3.328e-02	1.866e+02	-3.334e-01
6.211e+00	5.616e+02	1.118e-01	5.557e+01	-5.169e-02
6.211e+00	2.557e+02	1.646e-02	3.774e+02	-4.804e-01
7.453e+00	3.464e+02	5.773e-02	1.291e+02	3.417e-01
8.696e+00	7.575e+02	1.601e-01	5.432e+01	4.752e-01
9.938e+00	3.932e+02	5.967e-02	1.665e+02	4.225e-01
1.118e+01	2.746e+02	2.737e-02	4.085e+02	-1.534e-01
1.242e+01	4.400e+02	4.096e-02	3.033e+02	-6.078e-01
1.366e+01	3.589e+02	5.027e-02	2.718e+02	-8.988e-01
1.491e+01	4.022e+02	4.894e-02	3.046e+02	-8.559e-01
1.615e+01	5.141e+02	5.515e-02	2.928e+02	-7.108e-01
1.739e+01	4.921e+02	5.934e-02	2.931e+02	-7.350e-01
1.863e+01	6.367e+02	6.468e-02	2.881e+02	-8.759e-01
1.988e+01	8.668e+02	7.040e-02	2.823e+02	-8.595e-01
2.112e+01	6.906e+02	7.402e-02	2.853e+02	-8.254e-01
2.236e+01	5.828e+02	8.042e-02	2.780e+02	-5.544e-01
2.360e+01	8.794e+02	8.462e-02	2.789e+02	-7.526e-01
2.484e+01	1.024e+03	9.035e-02	2.750e+02	-8.664e-01
2.609e+01	1.068e+03	9.371e-02	2.784e+02	-8.841e-01
2.733e+01	1.212e+03	9.831e-02	2.780e+02	-9.545e-01
2.857e+01	1.226e+03	1.020e-01	2.801e+02	-9.563e-01
2.981e+01	1.398e+03	1.065e-01	2.799e+02	-9.071e-01
3.106e+01	1.620e+03	1.112e-01	2.794e+02	-9.567e-01
3.230e+01	1.732e+03	1.156e-01	2.793e+02	-9.345e-01
3.354e+01	1.655e+03	1.208e-01	2.777e+02	-9.843e-01
3.478e+01	1.907e+03	1.259e-01	2.763e+02	-9.394e-01
3.602e+01	2.099e+03	1.304e-01	2.763e+02	-9.679e-01
3.602e+01	9.042e+02	1.801e-01	2.000e+02	-9.533e-01
3.602e+01	5.540e+02	6.543e-02	5.506e+02	1.284e+00
3.727e+01	2.158e+03	1.348e-01	2.764e+02	-9.528e-01
3.727e+01	7.028e+02	6.893e-02	5.406e+02	1.287e+00
3.727e+01	1.040e+03	1.861e-01	2.002e+02	-1.103e+00
3.727e+01	3.915e+02	3.444e-02	1.082e+03	1.403e+00
3.851e+01	2.037e+03	1.406e-01	2.740e+02	-8.510e-01
3.851e+01	1.254e+03	1.903e-01	2.023e+02	-9.898e-01
3.851e+01	1.348e+03	1.570e-01	2.452e+02	-1.061e+00
3.851e+01	8.040e+02	6.577e-02	5.855e+02	-1.504e+00
3.851e+01	4.212e+02	3.607e-02	1.067e+03	1.508e+00
3.975e+01	1.865e+03	1.425e-01	2.789e+02	-9.551e-01
3.975e+01	1.328e+03	1.692e-01	2.350e+02	-1.215e+00
3.975e+01	8.308e+02	7.174e-02	5.541e+02	-1.468e+00
3.975e+01	6.952e+02	1.076e-01	3.694e+02	-1.187e+00
4.099e+01	1.712e+03	1.456e-01	2.815e+02	-9.532e-01
4.099e+01	1.137e+03	1.860e-01	2.205e+02	-9.488e-01
4.099e+01	5.798e+02	6.877e-02	5.961e+02	-1.162e+00
4.224e+01	2.208e+03	1.495e-01	2.825e+02	-1.102e+00
4.224e+01	1.252e+03	1.907e-01	2.215e+02	-9.979e-01
4.224e+01	5.462e+02	7.329e-02	5.763e+02	-7.575e-01
4.224e+01	4.438e+02	4.598e-02	9.187e+02	1.546e+00
4.348e+01	2.385e+03	1.556e-01	2.795e+02	-1.084e+00
4.348e+01	5.797e+02	8.096e-02	5.370e+02	1.421e-01
4.348e+01	1.348e+03	1.683e-01	2.583e+02	-1.412e+00
4.472e+01	2.408e+03	1.602e-01	2.792e+02	-1.064e+00
4.472e+01	7.032e+02	8.616e-02	5.191e+02	3.190e-01
4.472e+01	1.894e+03	1.721e-01	2.599e+02	-1.315e+00
4.472e+01	6.516e+02	1.151e-01	3.884e+02	-9.608e-01
4.472e+01	1.231e+02	5.012e-03	8.923e+03	-8.831e-01
4.596e+01	2.083e+03	1.697e-01	2.708e+02	-1.186e+00
4.596e+01	9.777e+02	9.052e-02	5.078e+02	8.350e-01
4.596e+01	1.055e+03	1.583e-01	2.904e+02	-7.325e-01
4.720e+01	1.918e+03	1.762e-01	2.679e+02	-1.146e+00
4.720e+01	8.518e+02	9.493e-02	4.973e+02	6.915e-01
4.720e+01	1.254e+03	1.627e-01	2.901e+02	-8.843e-01
4.720e+01	5.353e+02	6.892e-02	6.849e+02	-1.076e+00
4.845e+01	2.081e+03	1.803e-01	2.687e+02	-1.171e+00
4.845e+01	7.421e+02	9.936e-02	4.876e+02	6.533e-01
4.845e+01	1.349e+03	1.657e-01	2.924e+02	-9.356e-01
4.845e+01	6.984e+02	7.644e-02	6.338e+02	-1.188e+00
4.969e+01	1.942e+03	1.847e-01	2.691e+02	-1.079e+00
4.969e+01	1.903e+03	1.711e-01	2.904e+02	-1.104e+00
4.969e+01	1.190e+03	9.709e-02	5.118e+02	1.385e+00
4.969e+01	7.856e+02	7.722e-02	6.435e+02	-1.293e+00
4.969e+01	5.371e+02	1.085e-01	4.579e+02	-4.913e-02
5.093e+01	1.899e+03	1.889e-01	2.696e+02	-9.769e-01
5.093e+01	1.711e+03	1.755e-01	2.902e+02	-1.020e+00
5.093e+01	1.218e+03	1.025e-01	4.971e+02	1.448e+00
5.093e+01	8.337e+02	8.393e-02	6.068e+02	-1.196e+00
5.093e+01	8.575e+02	1.451e-01	3.511e+02	-1.469e+00
5.217e+01	1.088e+03	1.088e-01	4.794e+02	1.339e+00
5.217e+01	1.508e+03	1.926e-01	2.709e+02	-7.924e-01
5.217e+01	1.161e+03	1.776e-01	2.937e+02	-1.079e+00
5.342e+01	1.077e+03	1.090e-01	4.900e+02	1.319e+00
5.342e+01	5.089e+02	4.660e-02	1.146e+03	-1.126e+00
5.342e+01	1.148e+03	1.952e-01	2.736e+02	-7.395e-01
5.342e+01	9.250e+02	1.796e-01	2.974e+02	-9.389e-01
5.466e+01	1.359e+03	1.120e-01	4.880e+02	1.399e+00
5.466e+01	6.300e+02	5.158e-02	1.060e+03	-1.058e+00
5.466e+01	1.045e+03	1.958e-01	2.791e+02	-8.237e-01
5.590e+01	1.472e+03	1.175e-01	4.757e+02	1.485e+00
5.590e+01	6.295e+02	5.526e-02	1.012e+03	-1.041e+00
5.714e+01	1.344e+03	1.217e-01	4.694e+02	1.473e+00
5.714e+01	5.267e+02	6.153e-02	9.287e+02	-1.013e+00
5.839e+01	9.022e+02	1.264e-01	4.619e+02	1.391e+00
5.963e+01	5.974e+02	1.280e-01	4.659e+02	6.281e-01
7.453e+00	1.658e+02	1.662e-02	4.485e+02	-1.321e-01
8.696e+00	3.487e+02	4.937e-02	1.761e+02	9.414e-01
9.938e+00	3.722e+02	4.331e-02	2.295e+02	2.819e-01
1.118e+01	3.694e+02	3.465e-02	3.227e+02	-7.734e-02
1.242e+01	2.704e+02	3.195e-02	3.888e+02	-3.022e-01
1.366e+01	2.913e+02	4.215e-02	3.242e+02	-2.284e-01
1.491e+01	4.636e+02	5.190e-02	2.872e+02	-9.884e-01
1.615e+01	5.370e+02	5.879e-02	2.747e+02	-7.586e-01
1.739e+01	5.745e+02	6.069e-02	2.866e+02	-7.710e-01
1.863e+01	6.763e+02	6.701e-02	2.781e+02	-8.947e-01
1.988e+01	6.710e+02	7.072e-02	2.810e+02	-1.021e+00
2.112e+01	6.738e+02	7.376e-02	2.863e+02	-8.564e-01
2.236e+01	7.395e+02	8.017e-02	2.789e+02	-8.520e-01
2.360e+01	9.561e+02	8.509e-02	2.774e+02	-8.825e-01
2.484e+01	9.597e+02	9.016e-02	2.756e+02	-8.908e-01
2.609e+01	1.028e+03	9.397e-02	2.776e+02	-8.936e-01
2.733e+01	1.112e+03	9.825e-02	2.782e+02	-9.602e-01
2.857e+01	1.156e+03	1.019e-01	2.804e+02	-9.005e-01
2.981e+01	1.447e+03	1.064e-01	2.801e+02	-9.141e-01
3.106e+01	1.455e+03	1.110e-01	2.797e+02	-9.319e-01
3.230e+01	1.515e+03	1.158e-01	2.788e+02	-9.381e-01
3.354e+01	1.618e+03	1.207e-01	2.778e+02	-9.830e-01
3.478e+01	2.052e+03	1.260e-01	2.760e+02	-9.995e-01
3.478e+01	4.585e+02	5.954e-02	5.842e+02	1.120e+00
3.602e+01	2.046e+03	1.306e-01	2.758e+02	-9.630e-01
3.602e+01	9.300e+02	1.803e-01	1.998e+02	-9.789e-01
3.602e+01	5.602e+02	6.412e-02	5.618e+02	1.210e+00
3.727e+01	1.943e+03	1.344e-01	2.774e+02	-9.429e-01
3.727e+01	6.701e+02	6.899e-02	5.402e+02	1.295e+00
3.727e+01	1.002e+03	1.853e-01	2.011e+02	-1.081e+00
3.727e+01	3.880e+02	3.458e-02	1.078e+03	1.451e+00
3.851e+01	1.766e+03	1.397e-01	2.756e+02	-8.416e-01
3.851e+01	9.689e+02	1.902e-01	2.025e+02	-8.807e-01
3.851e+01	1.151e+03	1.581e-01	2.436e+02	-1.106e+00
3.851e+01	6.546e+02	6.531e-02	5.897e+02	-1.453e+00
3.975e+01	1.763e+03	1.403e-01	2.833e+02	-9.601e-01
3.975e+01	1.253e+03	1.817e-01	2.188e+02	-1.025e+00
3.975e+01	8.169e+02	7.005e-02	5.675e+02	1.613e+00
3.975e+01	7.030e+02	1.130e-01	3.519e+02	-1.135e+00
4.099e+01	1.852e+03	1.467e-01	2.794e+02	-9.155e-01
4.099e+01	1.102e+03	1.867e-01	2.195e+02	-8.896e-01
4.099e+01	7.403e+02	7.113e-02	5.763e+02	-1.305e+00
4.099e+01	1.001e+03	1.625e-01	2.523e+02	-1.211e+00
4.224e+01	2.465e+03	1.502e-01	2.812e+02	-1.092e+00
4.224e+01	1.197e+03	1.912e-01	2.209e+02	-8.748e-01
4.224e+01	6.605e+02	7.419e-02	5.693e+02	-9.904e-01
4.224e+01	1.171e+03	1.660e-01	2.545e+02	-1.310e+00
4.224e+01	6.162e+02	1.314e-01	3.215e+02	-6.346e-01
4.348e+01	2.338e+03	1.560e-01	2.787e+02	-1.093e+00
4.348e+01	1.444e+03	1.681e-01	2.586e+02	-1.405e+00
4.348e+01	4.725e+02	8.101e-02	5.367e+02	8.104e-02
4.472e+01	1.944e+03	1.591e-01	2.812e+02	-1.032e+00
4.472e+01	6.910e+02	8.623e-02	5.186e+02	3.801e-01
4.472e+01	1.725e+03	1.716e-01	2.606e+02	-1.372e+00
4.472e+01	5.836e+02	1.158e-01	3.863e+02	-1.017e+00
4.596e+01	1.955e+03	1.694e-01	2.714e+02	-1.150e+00
4.596e+01	8.610e+02	9.015e-02	5.099e+02	7.180e-01
4.596e+01	1.040e+03	1.586e-01	2.898e+02	-7.771e-01
4.596e+01	1.008e+03	1.797e-01	2.557e+02	-1.464e+00
4.720e+01	2.006e+03	1.769e-01	2.668e+02	-1.150e+00
4.720e+01	9.218e+02	9.450e-02	4.995e+02	7.022e-01
4.720e+01	1.319e+03	1.629e-01	2.898e+02	-8.725e-01
4.720e+01	5.583e+02	7.077e-02	6.670e+02	-1.112e+00
4.845e+01	2.130e+03	1.802e-01	2.688e+02	-1.138e+00
4.845e+01	7.631e+02	9.761e-02	4.964e+02	7.029e-01
4.845e+01	1.431e+03	1.655e-01	2.927e+02	-9.481e-01
4.845e+01	7.508e+02	7.774e-02	6.232e+02	-1.184e+00
4.969e+01	1.827e+03	1.865e-01	2.664e+02	-1.092e+00
4.969e+01	1.960e+03	1.707e-01	2.910e+02	-1.088e+00
4.969e+01	1.145e+03	9.685e-02	5.131e+02	1.455e+00
4.969e+01	7.402e+02	7.810e-02	6.362e+02	-1.242e+00
4.969e+01	5.351e+02	1.075e-01	4.624e+02	-2.779e-01
5.093e+01	1.724e+03	1.882e-01	2.706e+02	-9.604e-01
5.093e+01	1.496e+03	1.752e-01	2.907e+02	-1.029e+00
5.093e+01	1.112e+03	1.019e-01	4.996e+02	1.427e+00
5.093e+01	7.670e+02	8.343e-02	6.104e+02	-1.246e+00
5.093e+01	8.029e+02	1.439e-01	3.538e+02	-1.465e+00
5.217e+01	1.159e+03	1.074e-01	4.858e+02	1.290e+00
5.217e+01	1.354e+03	1.905e-01	2.739e+02	-7.455e-01
5.217e+01	1.165e+03	1.771e-01	2.946e+02	-1.146e+00
5.342e+01	1.193e+03	1.094e-01	4.883e+02	1.311e+00
5.342e+01	5.555e+02	4.651e-02	1.148e+03	-1.153e+00
5.342e+01	1.269e+03	1.946e-01	2.744e+02	-7.411e-01
5.342e+01	8.848e+02	1.794e-01	2.977e+02	-9.340e-01
5.466e+01	1.436e+03	1.118e-01	4.888e+02	1.407e+00
5.466e+01	5.836e+02	5.109e-02	1.070e+03	-1.033e+00
5.466e+01	1.220e+03	2.018e-01	2.709e+02	-9.427e-01
5.466e+01	7.613e+02	1.868e-01	2.927e+02	-5.370e-01
5.590e+01	1.328e+03	1.162e-01	4.812e+02	1.476e+00
5.590e+01	5.720e+02	5.555e-02	1.006e+03	-1.029e+00
5.714e+01	1.165e+03	1.220e-01	4.685e+02	1.500e+00
5.714e+01	4.498e+02	6.016e-02	9.498e+02	-1.034e+00
5.839e+01	9.063e+02	1.252e-01	4.662e+02	1.297e+00
5.839e+01	4.301e+02	7.180e-02	8.132e+02	-1.072e+00
5.963e+01	6.806e+02	1.282e-01	4.650e+02	7.703e-01
8.696e+00	4.332e+02	5.495e-02	1.583e+02	4.400e-01
9.938e+00	4.300e+02	3.870e-02	2.568e+02	1.019e-01
