# WaveDec output file with array resolution limits
# Frequency	Kmin	Kmax	Vmin	Vmax
# [Hz]	[1/m]	[1/m]	[m/s]	[m/s]
5.000e+00	1.318e-02	4.419e-02	1.131e+02	3.795e+02
5.400e+00	1.318e-02	4.419e-02	1.222e+02	4.098e+02
6.000e+00	1.318e-02	4.419e-02	1.358e+02	4.554e+02
