# WaveDec output file for Circular Rayleigh waves
# MODEL_CIRCULAR_RAYLEIGH
# Frequency	Amplitude	Wavenumber	Velocity	EllipticityAngle
# [Hz]	[a.u.]	[1/m]	[m/s]	[rad]
8.400e+01	5.915e+03	6.025e-01	1.394e+02	4.304e-01
8.400e+01	2.578e+03	1.807e-01	4.648e+02	-1.361e+00
8.600e+01	7.410e+03	2.058e-01	4.178e+02	-4.618e-01
8.600e+01	6.226e+03	2.758e-01	3.118e+02	2.233e-01
8.600e+01	5.862e+03	6.020e-01	1.429e+02	5.004e-01
8.600e+01	4.132e+03	1.158e-01	7.425e+02	-3.628e-02
8.600e+01	7.096e+03	6.752e-01	1.274e+02	-1.209e-01
8.800e+01	7.447e+03	2.166e-01	4.062e+02	-4.219e-01
8.800e+01	6.686e+03	3.814e-01	2.307e+02	1.429e-01
8.800e+01	3.586e+03	5.990e-01	1.469e+02	-1.288e+00
8.800e+01	1.564e+03	7.306e-02	1.205e+03	-7.355e-01
8.800e+01	3.700e+03	2.821e-01	3.120e+02	3.522e-01
9.000e+01	5.673e+03	2.196e-01	4.099e+02	-3.622e-01
9.000e+01	3.734e+03	1.169e-01	7.696e+02	-1.063e-01
9.000e+01	6.772e+03	3.954e-01	2.276e+02	5.350e-02
9.000e+01	7.135e+03	5.990e-01	1.503e+02	-1.585e-01
9.000e+01	1.216e+03	7.397e-02	1.217e+03	-1.019e+00
9.200e+01	5.133e+03	2.284e-01	4.028e+02	-3.982e-01
9.200e+01	7.241e+03	6.181e-01	1.488e+02	2.515e-02
9.200e+01	1.223e+03	9.418e-02	9.769e+02	1.561e+00
9.200e+01	2.733e+03	1.255e-01	7.328e+02	1.336e-03
9.200e+01	1.667e+03	2.119e-01	4.343e+02	1.233e+00
9.400e+01	7.679e+03	6.314e-01	1.489e+02	4.367e-02
9.400e+01	3.580e+03	2.434e-01	3.862e+02	-4.105e-01
9.400e+01	1.141e+03	1.085e-01	8.667e+02	1.602e+00
9.400e+01	1.732e+03	2.272e-01	4.137e+02	1.510e+00
9.400e+01	5.230e+03	6.960e-01	1.351e+02	-3.826e-02
9.600e+01	2.546e+03	2.434e-01	3.944e+02	-6.639e-01
9.600e+01	4.023e+03	2.659e-01	3.610e+02	-1.846e-01
9.600e+01	5.368e+03	6.331e-01	1.516e+02	5.491e-02
9.600e+01	8.849e+02	1.127e-01	8.519e+02	-1.423e+00
9.600e+01	5.114e+03	9.001e-01	1.067e+02	9.196e-02
9.800e+01	4.045e+03	2.562e-01	3.826e+02	-6.419e-01
9.800e+01	5.959e+03	2.796e-01	3.505e+02	-2.270e-01
9.800e+01	6.039e+03	9.038e-01	1.084e+02	4.379e-02
9.800e+01	4.278e+03	6.476e-01	1.513e+02	1.384e-01
9.800e+01	3.329e+03	3.233e-01	3.031e+02	-8.826e-02
1.000e+02	6.164e+03	2.657e-01	3.764e+02	-7.119e-01
1.000e+02	7.632e+03	9.149e-01	1.093e+02	2.168e-02
1.000e+02	5.462e+03	2.934e-01	3.408e+02	-3.986e-01
1.000e+02	2.222e+03	2.416e-01	4.139e+02	1.221e+00
1.000e+02	1.208e+03	1.106e-01	9.039e+02	-7.345e-01
1.020e+02	6.088e+03	2.716e-01	3.756e+02	-7.254e-01
1.020e+02	4.362e+03	2.437e-01	4.186e+02	-8.368e-01
1.020e+02	5.417e+03	8.501e-01	1.200e+02	-1.952e-01
1.020e+02	4.290e+03	3.150e-01	3.238e+02	-5.185e-01
1.020e+02	1.311e+03	1.268e-01	8.041e+02	-1.028e+00
1.040e+02	6.025e+03	2.595e-01	4.008e+02	-4.579e-01
1.040e+02	2.106e+03	1.015e-01	1.025e+03	-1.648e-01
1.040e+02	3.198e+03	2.415e-01	4.306e+02	-8.834e-01
1.040e+02	5.842e+03	5.112e-01	2.034e+02	5.859e-02
1.040e+02	5.750e+03	6.724e-01	1.547e+02	-1.037e-01
1.060e+02	5.886e+03	2.711e-01	3.910e+02	-3.393e-01
1.060e+02	3.624e+03	2.511e-01	4.221e+02	-6.952e-01
1.060e+02	6.287e+03	5.090e-01	2.082e+02	9.880e-02
1.060e+02	5.985e+03	6.677e-01	1.587e+02	4.306e-02
1.060e+02	4.966e+03	9.898e-01	1.071e+02	-1.235e-02
1.080e+02	4.087e+03	2.910e-01	3.711e+02	-8.944e-01
1.080e+02	2.834e+03	2.687e-01	4.019e+02	1.208e+00
1.080e+02	3.118e+03	3.783e-01	2.855e+02	1.861e-01
1.080e+02	4.699e+03	1.007e+00	1.073e+02	-6.230e-02
1.080e+02	1.895e+03	3.235e-01	3.338e+02	-7.267e-01
1.100e+02	3.014e+03	2.886e-01	3.811e+02	-1.099e+00
1.100e+02	1.240e+03	1.401e-01	7.851e+02	-1.046e+00
1.100e+02	2.851e+03	3.227e-01	3.408e+02	-1.258e+00
1.100e+02	1.708e+03	3.550e-01	3.099e+02	-1.429e+00
1.100e+02	7.168e+02	1.113e-01	9.879e+02	1.389e+00
1.120e+02	9.989e+02	1.387e-01	8.074e+02	-1.158e+00
1.120e+02	2.264e+03	2.942e-01	3.807e+02	-9.858e-01
1.120e+02	2.256e+03	3.268e-01	3.427e+02	-1.283e+00
1.120e+02	1.578e+03	3.611e-01	3.101e+02	1.376e+00
1.140e+02	2.893e+03	2.961e-01	3.851e+02	-6.344e-01
1.140e+02	1.056e+03	1.502e-01	7.590e+02	-7.928e-01
1.140e+02	2.251e+03	3.294e-01	3.461e+02	-9.136e-01
1.140e+02	1.540e+03	3.649e-01	3.124e+02	-1.390e+00
1.160e+02	3.725e+03	2.989e-01	3.881e+02	-5.023e-01
1.160e+02	7.464e+02	1.579e-01	7.344e+02	-7.872e-01
1.160e+02	2.866e+03	3.326e-01	3.488e+02	-6.713e-01
1.160e+02	1.857e+03	3.702e-01	3.133e+02	-1.107e+00
1.180e+02	3.947e+03	2.993e-01	3.942e+02	-6.048e-01
1.180e+02	1.192e+03	1.713e-01	6.887e+02	-7.831e-01
1.180e+02	1.495e+03	2.920e-01	4.042e+02	9.960e-01
1.180e+02	2.263e+03	3.391e-01	3.479e+02	-8.199e-01
1.180e+02	1.701e+03	3.787e-01	3.116e+02	-8.966e-01
1.200e+02	2.187e+03	3.105e-01	3.865e+02	-6.808e-01
1.200e+02	1.110e+03	1.854e-01	6.473e+02	-7.414e-01
1.220e+02	7.867e+02	1.798e-01	6.784e+02	-1.172e+00
1.240e+02	9.768e+02	1.779e-01	6.972e+02	-7.492e-01
1.260e+02	8.573e+02	1.911e-01	6.594e+02	-7.529e-01
1.280e+02	1.026e+03	1.817e-01	7.044e+02	-7.075e-01
1.300e+02	1.178e+03	1.996e-01	6.512e+02	-7.630e-01
6.000e+00	1.633e+02	1.085e-02	5.528e+02	-8.966e-01
8.000e+00	2.590e+02	2.222e-02	3.600e+02	8.557e-01
1.000e+01	5.548e+02	1.971e-02	5.073e+02	1.167e+00
1.200e+01	6.659e+02	3.328e-02	3.606e+02	7.908e-01
1.400e+01	6.718e+02	4.407e-02	3.177e+02	8.476e-01
1.600e+01	9.558e+02	5.734e-02	2.791e+02	7.995e-01
1.800e+01	1.248e+03	6.244e-02	2.883e+02	8.080e-01
2.000e+01	1.764e+03	7.095e-02	2.819e+02	8.429e-01
2.000e+01	4.762e+02	3.601e-02	5.555e+02	-2.586e-01
2.200e+01	1.772e+03	7.638e-02	2.880e+02	8.127e-01
2.200e+01	4.905e+02	3.906e-02	5.632e+02	-4.744e-01
2.400e+01	2.407e+03	8.544e-02	2.809e+02	8.175e-01
2.400e+01	5.556e+02	5.033e-02	4.768e+02	-2.222e-01
2.600e+01	2.487e+03	9.212e-02	2.822e+02	8.139e-01
2.600e+01	1.769e+03	4.161e-01	6.248e+01	-4.618e-02
2.800e+01	2.889e+03	1.009e-01	2.775e+02	7.998e-01
2.800e+01	1.793e+03	4.263e-01	6.568e+01	-8.862e-03
2.800e+01	3.501e+02	4.046e-02	6.920e+02	1.258e+00
2.800e+01	1.714e+03	5.034e-01	5.562e+01	4.172e-03
3.000e+01	3.422e+03	1.067e-01	2.812e+02	7.582e-01
3.000e+01	2.305e+03	4.461e-01	6.725e+01	-1.549e-02
3.200e+01	3.774e+03	1.143e-01	2.800e+02	6.956e-01
3.200e+01	2.133e+03	4.606e-01	6.947e+01	-5.278e-03
3.200e+01	9.295e+02	1.473e-01	2.173e+02	5.277e-01
3.400e+01	5.655e+03	1.210e-01	2.811e+02	6.451e-01
3.400e+01	1.248e+03	4.714e-02	7.212e+02	-8.239e-02
3.400e+01	2.087e+03	4.406e-01	7.716e+01	-9.722e-02
3.400e+01	2.246e+03	6.663e-01	5.102e+01	-1.465e-02
3.600e+01	4.992e+03	1.297e-01	2.775e+02	6.454e-01
3.600e+01	1.605e+03	6.179e-02	5.826e+02	-2.175e-01
3.600e+01	1.954e+03	4.189e-01	8.595e+01	-7.140e-02
3.600e+01	2.575e+03	7.287e-01	4.940e+01	-7.734e-02
3.800e+01	6.031e+03	1.372e-01	2.769e+02	6.270e-01
3.800e+01	1.688e+03	6.706e-02	5.666e+02	-1.914e-01
3.800e+01	3.516e+03	7.405e-01	5.132e+01	-7.815e-02
3.800e+01	2.150e+03	4.243e-01	8.957e+01	-6.426e-02
4.000e+01	7.917e+03	1.436e-01	2.786e+02	6.144e-01
4.000e+01	1.440e+03	7.837e-02	5.104e+02	-5.127e-01
4.000e+01	3.753e+03	7.433e-01	5.381e+01	-6.785e-02
4.000e+01	2.712e+03	4.283e-01	9.339e+01	-5.338e-02
4.000e+01	9.739e+02	1.759e-01	2.275e+02	6.941e-01
4.200e+01	9.312e+03	1.516e-01	2.771e+02	5.810e-01
4.200e+01	2.267e+03	8.461e-02	4.964e+02	-4.839e-01
4.200e+01	4.878e+03	7.536e-01	5.573e+01	-8.184e-02
4.200e+01	3.024e+03	4.327e-01	9.705e+01	-6.109e-02
4.200e+01	2.194e+03	3.769e-01	1.114e+02	-1.462e-01
4.400e+01	9.697e+03	1.594e-01	2.760e+02	5.443e-01
4.400e+01	3.376e+03	8.766e-02	5.019e+02	-3.436e-01
4.400e+01	5.179e+03	7.636e-01	5.762e+01	-6.753e-02
4.400e+01	3.291e+03	4.455e-01	9.876e+01	1.881e-04
4.400e+01	7.252e+02	3.804e-02	1.157e+03	3.035e-01
4.600e+01	8.817e+03	1.664e-01	2.764e+02	5.252e-01
4.600e+01	3.510e+03	9.283e-02	4.956e+02	-2.992e-01
4.600e+01	1.689e+03	4.906e-02	9.377e+02	1.759e-01
4.600e+01	4.704e+03	7.664e-01	6.002e+01	-1.244e-01
4.600e+01	2.425e+03	4.399e-01	1.046e+02	1.040e-02
4.800e+01	9.284e+03	1.749e-01	2.745e+02	5.835e-01
4.800e+01	3.208e+03	9.854e-02	4.871e+02	-5.786e-01
4.800e+01	7.631e+03	7.819e-01	6.139e+01	-1.117e-01
4.800e+01	4.123e+03	4.064e-01	1.181e+02	-8.922e-02
4.800e+01	1.484e+03	4.884e-02	9.828e+02	1.968e-01
5.000e+01	7.632e+03	1.823e-01	2.742e+02	5.765e-01
5.000e+01	3.943e+03	1.055e-01	4.740e+02	-4.754e-01
5.000e+01	7.165e+03	7.871e-01	6.353e+01	-1.009e-01
5.000e+01	3.940e+03	4.164e-01	1.201e+02	-8.484e-02
5.000e+01	1.589e+03	5.946e-02	8.410e+02	1.663e-01
5.200e+01	9.015e+03	1.910e-01	2.723e+02	5.887e-01
5.200e+01	4.158e+03	1.095e-01	4.749e+02	-5.727e-01
5.200e+01	7.987e+03	8.784e-01	5.920e+01	-1.550e-01
5.200e+01	4.853e+03	5.145e-01	1.011e+02	-3.662e-02
5.200e+01	1.952e+03	7.000e-02	7.428e+02	1.133e-01
5.400e+01	8.256e+03	2.013e-01	2.682e+02	5.309e-01
5.400e+01	5.233e+03	1.165e-01	4.634e+02	-5.127e-01
5.400e+01	3.797e+03	8.295e-02	6.510e+02	-8.707e-03
5.400e+01	6.118e+03	8.583e-01	6.292e+01	-2.343e-01
5.400e+01	3.426e+03	4.673e-01	1.155e+02	-6.463e-02
5.600e+01	5.753e+03	1.221e-01	4.586e+02	-4.652e-01
5.600e+01	6.548e+03	2.139e-01	2.618e+02	5.077e-01
5.600e+01	3.939e+03	1.003e-01	5.585e+02	-1.007e-01
5.600e+01	1.855e+03	1.904e-01	2.941e+02	8.355e-01
5.600e+01	8.769e+02	3.641e-02	1.538e+03	-1.595e-01
5.800e+01	7.842e+03	1.248e-01	4.648e+02	-3.967e-01
5.800e+01	7.703e+03	2.270e-01	2.555e+02	3.997e-01
5.800e+01	3.255e+03	2.007e-01	2.890e+02	6.999e-01
5.800e+01	4.639e+03	8.573e-01	6.766e+01	-9.759e-02
5.800e+01	1.278e+03	1.508e-01	3.845e+02	-7.761e-01
6.000e+01	7.993e+03	1.329e-01	4.514e+02	-4.346e-01
6.000e+01	6.275e+03	2.305e-01	2.603e+02	3.373e-01
6.000e+01	6.706e+03	9.014e-01	6.656e+01	4.378e-02
6.000e+01	9.432e+02	4.908e-02	1.222e+03	5.396e-01
6.000e+01	3.210e+03	3.056e-01	1.963e+02	3.255e-02
6.200e+01	1.031e+04	1.375e-01	4.510e+02	-3.700e-01
6.200e+01	7.584e+03	2.362e-01	2.625e+02	3.832e-01
6.200e+01	3.980e+03	9.950e-02	6.231e+02	-1.027e-01
6.200e+01	3.895e+03	1.976e-01	3.137e+02	2.466e-01
6.200e+01	3.636e+03	3.032e-01	2.045e+02	2.313e-02
6.400e+01	9.715e+03	1.402e-01	4.564e+02	-3.554e-01
6.400e+01	5.139e+03	2.397e-01	2.670e+02	3.432e-01
6.400e+01	4.188e+03	9.908e-02	6.460e+02	-8.384e-02
6.400e+01	1.401e+03	1.757e-01	3.643e+02	1.568e+00
6.400e+01	4.282e+03	5.583e-01	1.146e+02	4.829e-02
6.600e+01	9.728e+03	1.468e-01	4.496e+02	-3.831e-01
6.600e+01	4.935e+03	2.286e-01	2.887e+02	4.507e-01
6.600e+01	3.918e+03	1.113e-01	5.930e+02	-1.522e-01
6.600e+01	3.001e+03	2.648e-01	2.492e+02	7.352e-01
6.600e+01	4.314e+03	5.561e-01	1.187e+02	1.082e-01
6.800e+01	8.806e+03	1.552e-01	4.383e+02	-4.223e-01
6.800e+01	3.252e+03	2.109e-01	3.225e+02	7.024e-01
6.800e+01	3.571e+03	1.210e-01	5.622e+02	-1.504e-01
6.800e+01	2.109e+03	2.670e-01	2.546e+02	9.941e-01
6.800e+01	4.065e+03	5.825e-01	1.167e+02	-8.899e-05
7.000e+01	8.018e+03	1.621e-01	4.318e+02	-3.516e-01
7.000e+01	7.007e+03	2.880e-01	2.430e+02	1.667e-01
7.000e+01	3.108e+03	2.268e-01	3.086e+02	5.179e-01
7.000e+01	5.934e+03	9.322e-01	7.509e+01	3.676e-01
7.000e+01	4.536e+03	4.273e-01	1.638e+02	1.561e-01
7.200e+01	9.150e+03	1.664e-01	4.327e+02	-2.733e-01
7.200e+01	7.447e+03	2.898e-01	2.485e+02	1.081e-01
7.200e+01	3.996e+03	2.322e-01	3.101e+02	4.015e-01
7.200e+01	1.425e+03	4.518e-02	1.594e+03	-4.784e-01
7.200e+01	6.864e+03	8.894e-01	8.096e+01	5.331e-02
7.400e+01	7.679e+03	1.733e-01	4.269e+02	-2.642e-01
7.400e+01	8.283e+03	2.936e-01	2.521e+02	9.853e-02
7.400e+01	1.452e+03	5.813e-02	1.273e+03	-8.301e-01
7.400e+01	3.138e+03	2.375e-01	3.116e+02	5.417e-01
7.400e+01	4.556e+03	4.468e-01	1.656e+02	-1.466e-02
7.600e+01	7.657e+03	1.803e-01	4.216e+02	-3.075e-01
7.600e+01	9.835e+03	3.038e-01	2.501e+02	1.042e-01
7.600e+01	1.443e+03	6.688e-02	1.136e+03	-1.261e+00
7.600e+01	2.244e+03	2.409e-01	3.154e+02	8.024e-01
7.600e+01	5.286e+03	4.554e-01	1.669e+02	-3.636e-02
7.800e+01	5.618e+03	1.889e-01	4.129e+02	-4.493e-01
7.800e+01	9.228e+03	3.149e-01	2.477e+02	1.038e-01
7.800e+01	1.342e+03	7.281e-02	1.071e+03	1.125e+00
7.800e+01	6.498e+03	5.892e-01	1.324e+02	3.972e-02
7.800e+01	6.313e+03	4.627e-01	1.686e+02	1.301e-02
8.000e+01	4.065e+03	1.938e-01	4.128e+02	-5.134e-01
8.000e+01	6.598e+03	3.294e-01	2.429e+02	2.219e-01
8.000e+01	2.739e+03	1.156e-01	6.919e+02	2.407e-04
8.000e+01	5.957e+03	4.927e-01	1.624e+02	2.022e-02
8.000e+01	5.620e+03	8.879e-01	9.010e+01	1.404e-02
8.200e+01	6.212e+03	1.962e-01	4.180e+02	-4.892e-01
8.200e+01	2.661e+03	1.177e-01	6.968e+02	3.305e-02
8.200e+01	3.820e+03	3.358e-01	2.442e+02	3.956e-01
8.200e+01	2.626e+03	1.727e-01	4.749e+02	-7.171e-01
8.200e+01	3.994e+03	5.047e-01	1.625e+02	4.357e-02
8.400e+01	6.831e+03	2.008e-01	4.184e+02	-4.417e-01
8.400e+01	2.456e+03	1.181e-01	7.112e+02	4.687e-02
8.400e+01	3.439e+03	2.766e-01	3.036e+02	3.226e-01
8.400e+01	2.422e+03	1.818e-01	4.621e+02	-9.672e-01
8.400e+01	3.381e+03	6.023e-01	1.395e+02	4.786e-01
8.600e+01	5.922e+03	2.046e-01	4.204e+02	-4.389e-01
8.600e+01	4.814e+03	2.771e-01	3.104e+02	1.955e-01
8.600e+01	4.515e+03	6.032e-01	1.426e+02	4.613e-01
8.600e+01	3.097e+03	1.171e-01	7.342e+02	-3.616e-02
8.600e+01	5.562e+03	6.759e-01	1.272e+02	-1.349e-01
8.800e+01	4.098e+03	2.113e-01	4.164e+02	-5.526e-01
8.800e+01	4.579e+03	2.823e-01	3.118e+02	1.453e-01
8.800e+01	2.898e+03	1.136e-01	7.749e+02	-9.755e-02
8.800e+01	4.035e+03	6.060e-01	1.452e+02	4.596e-01
8.800e+01	5.573e+03	6.852e-01	1.284e+02	-7.297e-02
9.000e+01	3.796e+03	2.198e-01	4.095e+02	-4.023e-01
9.000e+01	2.391e+03	1.159e-01	7.762e+02	-1.439e-01
9.000e+01	4.916e+03	3.959e-01	2.273e+02	5.853e-02
9.000e+01	5.151e+03	5.981e-01	1.505e+02	-1.978e-01
9.000e+01	9.272e+02	7.140e-02	1.260e+03	-8.447e-01
9.200e+01	2.348e+03	1.222e-01	7.531e+02	-1.451e-01
9.200e+01	5.700e+03	6.137e-01	1.499e+02	-2.694e-03
9.200e+01	2.636e+03	2.273e-01	4.048e+02	-3.932e-01
9.200e+01	7.477e+02	8.419e-02	1.093e+03	1.676e+00
9.200e+01	3.092e+03	4.149e-01	2.217e+02	-1.245e-02
9.400e+01	5.331e+03	6.243e-01	1.506e+02	1.721e-02
9.400e+01	1.156e+03	1.127e-01	8.337e+02	-7.951e-01
9.400e+01	2.855e+03	2.493e-01	3.771e+02	-2.853e-01
9.400e+01	1.388e+03	2.241e-01	4.195e+02	-9.839e-01
9.400e+01	2.722e+03	4.266e-01	2.203e+02	-1.540e-01
9.600e+01	8.171e+02	1.097e-01	8.752e+02	-1.807e+00
9.600e+01	4.409e+03	6.359e-01	1.510e+02	4.664e-02
9.600e+01	2.012e+03	2.556e-01	3.756e+02	-5.229e-01
9.600e+01	4.007e+03	9.057e-01	1.060e+02	1.168e-01
9.600e+01	9.826e+02	2.312e-01	4.153e+02	1.759e+00
9.800e+01	2.877e+03	2.555e-01	3.836e+02	-6.213e-01
9.800e+01	3.892e+03	2.793e-01	3.508e+02	-3.097e-01
9.800e+01	3.285e+03	9.065e-01	1.081e+02	1.332e-01
9.800e+01	5.798e+02	1.131e-01	8.666e+02	1.453e+00
9.800e+01	1.963e+03	3.194e-01	3.068e+02	-2.676e-01
1.000e+02	3.890e+03	2.608e-01	3.834e+02	-8.980e-01
1.000e+02	5.171e+03	2.900e-01	3.449e+02	-4.083e-01
1.000e+02	3.857e+03	3.224e-01	3.102e+02	-2.495e-01
1.000e+02	1.716e+03	2.378e-01	4.204e+02	1.107e+00
1.000e+02	3.851e+03	7.852e-01	1.274e+02	1.125e-02
1.020e+02	4.002e+03	2.690e-01	3.792e+02	-7.739e-01
1.020e+02	3.103e+03	2.409e-01	4.233e+02	-8.934e-01
1.020e+02	1.164e+03	1.287e-01	7.927e+02	-8.631e-01
1.020e+02	3.964e+03	8.494e-01	1.201e+02	-1.723e-01
1.020e+02	2.500e+03	3.132e-01	3.257e+02	-5.799e-01
1.040e+02	3.452e+03	2.495e-01	4.168e+02	-4.286e-01
1.040e+02	1.557e+03	9.932e-02	1.047e+03	-2.654e-01
1.040e+02	5.040e+03	5.066e-01	2.053e+02	4.146e-02
1.040e+02	4.620e+03	6.685e-01	1.556e+02	-1.105e-01
1.040e+02	1.981e+03	1.481e-01	7.025e+02	-2.355e-01
1.060e+02	4.651e+03	2.702e-01	3.923e+02	-5.036e-01
1.060e+02	2.578e+03	2.534e-01	4.183e+02	-1.141e+00
1.060e+02	3.095e+03	3.680e-01	2.880e+02	2.030e-01
1.060e+02	4.228e+03	9.944e-01	1.066e+02	4.397e-02
1.060e+02	2.899e+03	4.768e-01	2.223e+02	3.444e-02
1.080e+02	2.976e+03	2.817e-01	3.833e+02	-1.270e+00
1.080e+02	2.427e+03	2.605e-01	4.147e+02	7.013e-01
1.080e+02	2.870e+03	3.094e-01	3.491e+02	-5.637e-01
1.080e+02	3.300e+03	9.916e-01	1.089e+02	-1.043e-01
1.080e+02	2.562e+03	4.828e-01	2.237e+02	-6.528e-02
1.100e+02	2.591e+03	2.886e-01	3.811e+02	-1.386e+00
1.100e+02	1.006e+03	1.404e-01	7.834e+02	-7.912e-01
1.100e+02	2.492e+03	3.251e-01	3.384e+02	-1.402e+00
1.100e+02	1.509e+03	3.559e-01	3.091e+02	-1.225e+00
1.100e+02	1.594e+03	2.596e-01	4.237e+02	3.904e-01
1.120e+02	2.165e+03	2.960e-01	3.784e+02	-9.705e-01
1.120e+02	9.952e+02	1.433e-01	7.817e+02	-8.961e-01
1.120e+02	1.952e+03	3.292e-01	3.402e+02	1.762e+00
1.120e+02	1.253e+03	3.623e-01	3.091e+02	1.532e+00
1.140e+02	2.686e+03	2.964e-01	3.846e+02	-6.738e-01
1.140e+02	9.235e+02	1.496e-01	7.618e+02	-7.115e-01
1.140e+02	2.049e+03	3.297e-01	3.457e+02	-9.319e-01
1.140e+02	1.435e+03	3.650e-01	3.123e+02	-1.261e+00
1.160e+02	3.569e+03	2.978e-01	3.896e+02	-6.137e-01
1.160e+02	3.655e+03	3.324e-01	3.489e+02	-6.926e-01
1.160e+02	2.241e+03	3.649e-01	3.179e+02	-9.753e-01
1.160e+02	6.155e+02	1.469e-01	7.897e+02	-1.033e+00
1.160e+02	9.449e+02	2.860e-01	4.056e+02	7.542e-01
1.180e+02	3.504e+03	3.030e-01	3.895e+02	-7.128e-01
1.180e+02	1.115e+03	1.721e-01	6.858e+02	-6.843e-01
1.180e+02	1.516e+03	2.914e-01	4.049e+02	9.695e-01
1.180e+02	2.130e+03	3.415e-01	3.455e+02	-7.682e-01
1.180e+02	1.689e+03	3.791e-01	3.113e+02	-7.332e-01
1.200e+02	2.212e+03	3.153e-01	3.806e+02	-1.005e+00
1.200e+02	1.107e+03	1.856e-01	6.467e+02	-8.842e-01
1.200e+02	1.687e+03	2.994e-01	4.008e+02	7.022e-01
1.200e+02	7.492e+02	1.538e-01	7.801e+02	1.205e+00
1.200e+02	2.152e+03	8.333e-01	1.440e+02	6.376e-02
1.220e+02	1.172e+03	3.187e-01	3.829e+02	-9.314e-01
1.220e+02	7.767e+02	1.873e-01	6.513e+02	-1.104e+00
1.240e+02	1.119e+03	3.225e-01	3.845e+02	-8.893e-01
1.240e+02	9.914e+02	1.840e-01	6.738e+02	-8.242e-01
1.240e+02	6.902e+02	1.503e-01	8.253e+02	-9.022e-01
1.260e+02	1.092e+03	1.848e-01	6.818e+02	-6.981e-01
1.260e+02	7.710e+02	1.511e-01	8.338e+02	-7.489e-01
1.280e+02	1.338e+03	1.871e-01	6.840e+02	-5.836e-01
1.280e+02	7.758e+02	1.552e-01	8.249e+02	-7.522e-01
1.300e+02	1.627e+03	2.039e-01	6.376e+02	-6.043e-01
1.300e+02	1.074e+03	3.291e-01	3.950e+02	-6.356e-01
1.300e+02	6.865e+02	1.680e-01	7.738e+02	-1.064e+00
6.000e+00	4.623e+01	-1.303e-02	-4.604e+02	-1.761e+00
1.000e+01	2.976e+02	2.439e-02	4.100e+02	1.186e+00
1.200e+01	4.268e+02	3.188e-02	3.764e+02	1.107e+00
1.400e+01	6.558e+02	4.577e-02	3.059e+02	8.864e-01
1.600e+01	9.546e+02	5.536e-02	2.890e+02	8.823e-01
1.800e+01	1.307e+03	6.245e-02	2.882e+02	8.296e-01
2.000e+01	1.520e+03	7.091e-02	2.820e+02	8.532e-01
2.000e+01	4.387e+02	3.729e-02	5.363e+02	-2.411e-01
2.200e+01	1.679e+03	7.633e-02	2.882e+02	8.219e-01
2.200e+01	4.627e+02	4.028e-02	5.462e+02	-4.226e-01
2.400e+01	2.133e+03	8.438e-02	2.844e+02	8.264e-01
2.400e+01	4.818e+02	4.963e-02	4.836e+02	-3.522e-01
2.600e+01	2.374e+03	9.374e-02	2.774e+02	8.195e-01
2.600e+01	1.830e+03	4.144e-01	6.274e+01	-1.275e-02
2.600e+01	2.825e+02	3.436e-02	7.568e+02	-1.917e+00
2.800e+01	2.688e+03	1.000e-01	2.800e+02	8.036e-01
2.800e+01	2.125e+03	4.280e-01	6.542e+01	-1.351e-02
2.800e+01	3.097e+02	4.109e-02	6.814e+02	1.259e+00
3.000e+01	3.196e+03	1.063e-01	2.821e+02	7.519e-01
3.000e+01	2.209e+03	4.483e-01	6.692e+01	-1.665e-02
3.200e+01	3.687e+03	1.137e-01	2.816e+02	6.985e-01
3.200e+01	2.121e+03	4.602e-01	6.954e+01	-1.271e-02
3.200e+01	8.359e+02	1.476e-01	2.168e+02	5.282e-01
3.400e+01	4.849e+03	1.207e-01	2.818e+02	6.556e-01
3.400e+01	1.007e+03	4.800e-02	7.084e+02	-1.636e-01
3.400e+01	1.745e+03	4.410e-01	7.710e+01	-1.249e-01
3.400e+01	2.395e+03	7.301e-01	4.657e+01	-1.055e-01
3.600e+01	4.933e+03	1.295e-01	2.779e+02	6.474e-01
3.600e+01	1.589e+03	6.177e-02	5.828e+02	-1.908e-01
3.600e+01	1.952e+03	4.263e-01	8.445e+01	-7.606e-02
3.600e+01	2.539e+03	7.316e-01	4.921e+01	-6.949e-02
3.800e+01	5.248e+03	1.370e-01	2.775e+02	6.260e-01
3.800e+01	1.575e+03	6.779e-02	5.605e+02	-2.195e-01
3.800e+01	3.018e+03	7.403e-01	5.133e+01	-7.147e-02
3.800e+01	1.831e+03	4.256e-01	8.929e+01	-5.394e-02
4.000e+01	7.098e+03	1.429e-01	2.799e+02	5.860e-01
4.000e+01	1.349e+03	7.626e-02	5.245e+02	-5.597e-01
4.000e+01	3.166e+03	7.434e-01	5.381e+01	-8.260e-02
4.000e+01	2.202e+03	4.236e-01	9.442e+01	-6.587e-02
4.000e+01	4.332e+02	1.873e-02	2.136e+03	-1.111e-01
4.200e+01	8.188e+03	1.512e-01	2.778e+02	5.705e-01
4.200e+01	2.286e+03	8.416e-02	4.990e+02	-4.859e-01
4.200e+01	4.308e+03	7.539e-01	5.571e+01	-7.249e-02
4.200e+01	2.523e+03	4.338e-01	9.681e+01	-4.693e-02
4.200e+01	1.664e+03	3.769e-01	1.114e+02	-1.352e-01
4.400e+01	8.114e+03	1.592e-01	2.764e+02	5.415e-01
4.400e+01	3.212e+03	8.801e-02	4.999e+02	-3.990e-01
4.400e+01	4.697e+03	7.640e-01	5.759e+01	-6.092e-02
